Name	Lat	Lon
jvvnx	4.326745	8.843002
vpndb	1.162400	9.610946
epung	0.569916	6.459842
yxxej	6.348982	8.579541
tflyo	7.688191	7.333116
gmead	4.480381	5.433122
bkkqm	6.282152	1.756190
fnigu	4.907272	4.133689
rtccn	5.459920	6.519632
ixuwu	3.396073	4.870792
kjgwj	4.782094	7.798821
wolwb	8.172196	2.660092
xvutr	2.612834	0.095354
msrho	6.982773	3.892841
fvrss	7.350748	9.472086
nytxe	9.343287	4.026854
viboe	9.975856	2.628665
ccmuh	3.229510	4.219268
qeaqc	8.411548	8.371417
lwnal	8.192772	2.879050
ajygi	6.834930	5.913419
sguqc	5.547479	4.672788
hrjgh	7.076822	6.471534
usrcc	9.016304	0.140954
qddev	2.642980	7.026991
yyura	5.288125	0.560795
kxxbd	1.021784	7.515382
btffg	3.954531	3.119769
ivauw	0.969366	3.808590
kquix	4.701878	2.139269
jauee	1.573815	4.460140
nbnwt	7.190201	1.105920
oufqm	9.880172	5.716064
mbonn	5.114382	6.054329
ujfxv	7.949374	7.417026
xqqfg	2.329544	5.122409
kvylh	0.787472	2.648943
yehom	0.840902	5.033667
xxbsu	9.536896	3.033232
dawmm	0.336325	6.603221
fxvbb	2.115407	2.615703
ffdcw	9.445057	3.641307
lrojt	5.998531	3.071101
sdhyd	0.383702	7.317807
bbkcp	2.988650	8.872076
tmyxy	5.596975	0.242494
obttc	7.407389	8.358863
bntwk	2.450828	5.980392
nyfhy	5.160249	1.061175
dukag	1.174443	8.306728
