
Name	VeloLon	VeloLat
thqbp	-0.005092	0.018249
qhlbo	-0.057572	-0.027581
fheun	-0.035782	-0.040950
gqsfq	-0.001060	0.014971
hlufn	-0.002655	0.025159
qbfdi	-0.031874	-0.020394
eufxr	-0.004591	-0.011096
ytiqe	-0.008201	0.014590
mtamy	0.005780	-0.000684
ccycg	0.038152	-0.005910
uwgcd	-0.015908	0.002887
nempn	0.004477	-0.035783
evkvp	0.022826	-0.064728
akepx	0.035004	-0.026135
pcyek	0.017262	0.012349
gkvdb	-0.011050	-0.013776
uwvfn	-0.018348	-0.012561
qhmps	0.018467	0.078671
qbevb	-0.132419	0.366697
pdwae	0.006600	-0.003305
wrojj	0.020036	-0.010511
asfdr	0.023599	-0.026839
ucbcs	-0.012103	0.006195
jtawd	-0.004655	-0.010123
nxxrs	0.004075	0.003998
whinr	-0.030772	0.036786
qjyto	-0.003242	-0.009612
hogyk	0.007867	0.007163
wthvr	-0.014650	0.001072
lhesx	0.016604	-0.023106
riomg	-0.010719	-0.009487
rmyib	0.018314	0.045479
ouyey	0.003552	-0.019828
dyalj	-0.007912	0.019166
qaobk	0.003697	0.001388
cxfwo	-0.064945	0.028609
oelyd	0.025369	-0.026574
mraol	0.011157	0.004483
qfpra	0.061257	-0.000919
sdnfy	-0.035002	-0.018030
lgevk	0.088442	-0.094995
mfnqf	-0.002513	0.012302
pxmod	-0.002825	0.016238
duajd	-0.010009	0.038596
wlief	0.012090	0.014992
jpmqa	-0.005894	-0.003671
xwgfa	0.014625	-0.006549
llrta	0.004775	0.016892
mwdos	0.020606	0.003024
bpqja	-0.005841	0.007476
