Name	Lat	Lon
imeba	9.220783	2.620885
flsxw	2.667651	3.708138
gmsxg	1.503775	5.203874
mybgg	4.260122	3.942658
daejn	8.575582	9.877347
hjsae	0.173876	9.807234
tlpxe	7.348976	2.337559
umxfr	6.014232	4.236093
kwgbb	6.594695	1.193943
iscbh	3.845119	7.040748
ljobk	7.021377	4.921582
tiavk	7.072089	8.282089
tgiyx	9.191308	0.595537
jdflf	8.191640	8.321425
okfxp	4.478899	6.896203
pxjrd	6.178419	6.856439
frbiv	0.339555	0.689019
njpxk	2.429433	6.898461
jcnkv	1.722062	1.483413
caxmh	0.639801	2.697724
yroqj	4.596134	3.130517
hisqd	0.751748	7.227390
agkxx	5.223674	4.631714
hhsgj	5.417354	4.283657
sxlxf	9.427777	9.465665
gxhxv	8.856027	2.651208
vvoyt	0.912803	3.250486
uhjhr	3.967082	1.485927
sscoi	1.935839	4.739807
gqgcq	4.934893	5.639611
rqlut	7.240258	0.744169
uwbdo	7.777170	7.023132
yqsow	5.261187	0.903508
merir	7.553716	4.770486
ajago	3.000438	5.297971
dmcer	7.635188	8.360066
iwnre	7.298413	4.601493
ckqyd	9.379047	4.432640
ktxfr	1.278173	3.650936
ucuai	9.958508	2.246680
atvdv	4.025204	2.640211
ajeoo	8.269610	1.599826
mqyeb	9.126116	7.337367
xwcba	6.520579	2.632625
ntewm	5.710165	1.362867
sraxu	1.107385	0.742614
qnqct	1.157935	1.825499
uujhn	2.834089	1.421005
sttjp	1.816606	2.530601
axiow	7.957637	1.699170
