Name	Lat	Lon
cnqtb	8.550936	9.993369
gpgbu	9.090878	5.589284
jimsq	7.985803	0.391384
ertjt	5.256182	7.394851
iheun	3.321605	0.658852
jeabl	3.716129	6.223223
hyfsr	7.278291	6.978478
xicyw	5.624639	6.231667
htfgc	8.540863	3.306869
hwkhf	4.450120	6.288716
yufhl	6.226526	3.169288
ubsur	4.810390	9.221444
hqhvq	4.245780	8.227777
xudea	1.562634	8.821417
skiil	5.958571	3.193072
nofnw	9.309661	5.696990
pftjs	6.879623	7.475271
jmbqp	6.747128	5.831900
khsuf	0.265568	8.973063
ebkqj	9.422518	3.397955
hbhnj	6.861273	4.261133
pqxfj	1.360876	7.414254
xbtmy	5.191794	2.238662
goacd	5.287294	8.489635
aajnx	5.531285	3.547661
cowyo	1.064088	4.301247
yheug	4.509527	4.119980
akglo	4.841683	1.612711
upred	5.162429	4.164643
movfd	4.790972	4.948223
bcqub	9.034514	1.862857
racqf	9.179337	3.074265
xdmgv	8.996443	7.111263
yxiwy	8.988245	3.210507
kviuv	7.527722	5.430328
guxtx	0.828761	8.419160
xsowj	9.747537	8.983742
yeaxb	1.164310	6.862686
snsmn	7.261501	8.563531
ilkww	4.603630	4.055132
kvdfp	6.080917	3.213309
qwgcr	0.760327	1.978388
nbdrq	7.194373	8.819968
ahbgd	5.671331	5.820531
wteuq	9.911582	8.059732
qjocb	8.292132	3.963128
xwixl	2.664951	5.860812
jqvfc	4.362075	9.825332
oionj	7.411209	3.387720
iqpdc	8.179782	0.192074
