Name	Lat	Lon
ohgcc	0.997955	6.882311
jqkas	4.843504	2.637880
kwajc	8.452733	4.763399
xiikc	9.211753	5.076409
ornol	3.765301	1.930967
iehpy	6.562877	3.410279
qmumc	7.811702	2.269162
pjilt	1.178119	1.282869
cwshv	4.108251	0.644024
shbjw	9.674643	7.373694
mrjjn	7.346167	1.730669
rmohj	4.260337	7.032442
qvmwf	2.535017	3.477868
uawgt	2.167068	6.035709
krqxw	9.522646	1.905130
obakx	7.727227	7.111782
vwigd	2.061473	1.505448
nrpfp	1.347089	7.171497
tumdy	1.920825	0.529061
xppwv	5.646033	3.307291
tfnsl	0.741875	2.869682
lrtfw	8.963011	8.691555
swhws	4.265221	1.318752
mvnsi	3.487819	5.560986
bknyp	3.923683	9.766997
sbdyx	7.848039	5.346454
dgbio	4.455036	1.987532
weims	9.847958	5.795790
amvbk	0.645665	4.630252
nodnb	4.907479	1.698394
fvydh	1.867736	0.004871
tmvip	9.472821	1.032872
oxgfb	1.686950	9.704985
kxwhb	0.207912	2.568585
lhhnq	0.053254	4.370801
hscjf	3.481583	5.037989
wuhdu	3.003008	4.960017
kvroj	5.433383	1.562173
yasvk	8.132140	8.872382
ejxqu	9.414722	6.876862
rtora	2.035816	3.225563
byftc	0.172604	5.957647
bnics	8.758165	0.953100
eelha	8.739769	8.477940
odbfq	1.272340	9.305127
rcqcy	1.047337	4.213188
nrfcv	9.540224	2.594130
geqkc	4.553705	2.545639
esvad	5.739388	4.122433
tfdyk	6.571379	1.888295
