
Name	VeloLon	VeloLat
sdrqm	-1.921112	2.688791
bpwcx	-0.015344	0.341459
tyqow	-0.104625	0.150676
ouvta	-0.144305	-0.211201
mguwb	0.113565	-0.128673
gtqys	0.137033	-0.139166
erurc	-0.090345	0.014844
ojqpk	-0.005669	-0.030478
mtqej	0.144351	0.090460
ukeqo	-0.069581	0.093812
rcsqk	0.044261	-0.039826
vjcvj	0.737304	0.510719
bupus	0.696866	1.064525
ffkhh	-0.095241	-0.042711
ndanc	0.060168	0.020634
ntxsy	0.060507	0.053400
siyya	-0.008037	0.026806
shfsw	-0.076756	0.097924
nsuec	15.583639	4.781520
uyytv	0.874923	0.510985
qfrlv	-0.058505	0.048369
sajxe	-0.067251	-0.429362
bjdud	-2.204217	1.322191
nqvnp	-0.247906	-0.180808
idghi	-0.351124	-0.191753
ntvih	-0.182796	-0.147616
debxr	0.146415	0.256866
nnsik	0.111174	-0.019290
oekxa	-0.131910	-0.657033
apttc	10.718916	20.223226
fphxp	-0.029531	-0.038397
pnjib	-0.542803	-0.138468
gyvas	-0.087280	-0.019391
exltg	-0.062264	-0.239632
bbfxv	-0.391451	-0.422012
qesxc	-0.181579	0.056130
phfpw	0.599013	-0.849438
keqgt	-0.004288	-0.004878
iswpp	0.052327	0.092555
sscrg	-0.077313	0.048973
gibot	0.034036	-0.079443
xbgcs	-0.020070	-0.041933
xuvcf	0.176826	-0.021240
utebd	0.020907	-0.046962
kvhlo	-0.153224	0.347055
txtla	-0.007805	-0.055277
ukbvt	0.132062	-0.018302
fnjbu	0.371319	-0.346436
pqwvs	-0.146726	0.084364
ssaoe	0.199104	0.074091
