Name	Lat	Lon
fndnv	8.332197	0.490173
okaac	1.579724	9.243266
pvqff	8.029296	0.424111
qkkpi	1.784307	8.375783
npjtl	0.980723	8.850537
qnwif	6.979376	3.005711
txofi	2.117612	2.371757
hmscf	8.432288	0.712705
owaxc	7.837917	1.468902
dwewx	0.930357	1.874274
xqewk	1.858982	6.517038
ggeou	3.477965	3.906912
tlgwh	2.519454	4.154371
qoxmx	1.203926	4.464283
qfmjv	1.957026	4.391739
dmpis	5.404015	1.728768
lnkut	4.478596	5.280804
ciphj	2.970605	1.761943
ehpbe	6.622681	6.960589
biqhd	3.136685	7.392940
obcbl	1.523264	8.260934
tqfjg	1.646117	1.495308
cxyoc	5.702900	6.288196
gltai	6.382121	8.644992
drkna	2.179824	4.314999
amjvr	4.360022	6.303585
tclku	9.141687	8.881962
fvlob	1.026643	4.330995
yhtlh	2.580925	4.794584
sgjjl	4.948600	7.610219
xmdqw	9.926520	1.113817
wnccb	1.929345	5.018262
elkju	2.048306	6.502770
ysqhd	1.226618	5.871436
syxbn	4.474030	5.761556
pjqdx	9.711990	5.021105
pxqyh	9.446116	9.422232
juoel	6.351880	0.867874
gqcli	7.851189	6.040212
dwrdq	5.230401	4.931590
pfmhq	0.019898	7.347535
moqnx	2.318113	4.420915
ttsft	9.310092	0.529500
ugkxa	0.410983	4.709967
oqspk	2.929078	7.391737
gpuve	6.137409	9.007327
qojqs	1.966791	1.441183
coshg	6.974281	5.858688
osvbk	9.855215	6.734685
ohbmr	3.650766	6.604608
