Name	Lat	Lon
hrmcl	6.329471	9.666587
fafaa	1.371062	9.427106
wssus	9.299606	3.441977
jeewv	4.066644	8.477662
qyyxo	9.334457	8.091827
llcep	5.729878	4.219416
kpbxv	9.199882	2.063973
ganea	6.669780	2.423197
dwbaj	6.648918	8.994267
eybix	7.163215	8.372533
satlw	8.320538	2.157929
ovgsm	5.825080	3.283502
kqcwb	2.566144	2.124863
dquwr	4.093350	9.178562
xncbv	4.653887	6.931913
ierol	2.373651	7.877811
qmegy	7.227226	3.954735
qqmbi	8.100057	7.990605
vsgkr	2.517114	7.666003
uench	0.664728	5.135995
hqnfi	9.179097	2.087177
uwaae	3.596798	3.084048
duekd	1.389861	1.379865
yqebf	7.699213	9.392973
wytvx	7.411402	0.670995
beqik	4.824073	3.432190
codey	5.081735	8.198672
duiif	7.490587	8.725382
fawdq	6.775146	4.301587
alnvd	4.825239	9.874744
qunyc	5.750167	7.786979
thjxv	4.559773	3.062091
jduaq	0.964239	6.109417
eipkt	8.170500	5.962883
teamd	1.211702	1.589291
tlcpq	1.020767	5.071757
llufv	0.116794	6.035587
pxxjy	3.596391	2.950770
qsano	8.694042	4.536722
dlhud	7.783363	0.767405
yaspv	6.067652	4.981619
hwljk	5.881585	9.031111
peqvt	7.654312	1.800301
tdkwa	5.397342	6.013887
uvoka	7.958864	3.131907
lbilo	0.867192	4.624910
euafv	4.687090	4.900023
omgqw	9.712554	5.919540
mvyer	7.507732	8.897930
hbeuy	2.412605	2.455668
