
Name	VeloLon	VeloLat
pqxoa	0.072996	0.023750
arcct	0.036871	0.003319
iwyyf	0.021883	0.061263
kefii	0.058819	0.004832
cauep	0.011322	0.018239
kevmx	-0.000390	-0.048862
xlmch	-0.069994	0.019369
dksmw	0.057163	-0.126828
jtoii	0.068594	0.005239
spwfn	0.127705	-0.114969
lubim	0.109074	-0.076498
usaia	-0.056549	-0.070467
ulcuy	-0.147368	0.240093
xpjfg	0.097566	-0.042829
bddsa	-0.127064	-0.070812
mchqy	0.007122	-0.007009
jnipl	0.078483	-0.535534
chjcm	0.088693	0.095232
bwyji	0.001321	0.007146
kmckw	-0.003121	-0.007980
xwbih	0.029678	0.007612
wsyfv	0.032923	0.015057
aigcc	-0.099195	0.185605
wkplb	-0.015045	-0.088170
ysfcg	0.239617	0.080456
lcqvf	0.003506	0.004930
rihhx	0.091947	-0.272955
dqhkk	-0.016656	0.062421
spqhy	0.059869	-0.007160
oooti	-0.005968	-0.009358
wiiju	0.031590	-0.154954
mqicx	0.111867	-0.176062
efshq	0.029510	-0.044279
kutpt	0.066308	0.258563
ghjfx	-0.084822	-0.039339
cwqht	0.022459	0.018748
yqstx	-0.003646	0.330563
kmies	0.037279	0.053296
mevgn	0.051589	0.001237
jkady	-0.076405	0.029409
axopf	0.028711	0.001343
gxehh	0.006441	0.006282
woxhl	-0.044389	-0.017928
vnqfd	-0.140930	0.168771
chhnq	0.083932	0.141808
stmyg	-0.006729	0.094277
lcitb	0.304640	0.076938
jabwy	0.019882	-0.056538
yxhxm	0.031518	-0.024530
accht	0.009125	0.105063
