Name	Lat	Lon
llfob	0.109369	4.751598
vpoyu	3.755577	8.173009
tdxqe	4.978254	9.983636
fqrte	6.735938	9.509534
vhvym	6.170441	0.904157
uioud	3.368376	6.608756
qyttd	2.580339	2.303361
fjdih	3.596175	7.759481
gwmew	5.351473	0.918983
nldfq	6.759881	2.207221
yyyfn	2.183772	3.326125
eksaw	0.666213	2.657266
qbkxo	5.863163	7.036703
cophm	5.179354	2.178567
mmxmg	7.000773	9.400666
cmgbn	6.952823	1.984111
csrsx	6.200514	6.097233
cnpoo	1.888261	2.034979
oaotk	6.821444	6.006237
auiro	8.142917	8.002507
jlbgk	7.669005	8.000099
xagxa	9.857379	2.959473
uovkw	4.744447	2.975233
laomh	4.452586	9.922321
lemlk	6.675730	4.616331
mmfaw	3.352033	8.998831
bmuqp	2.683920	7.619009
hskwf	6.907520	8.640858
jbkuj	1.290752	4.685029
weduv	4.921186	3.669002
luqyn	4.553997	0.374520
vdwhc	3.624996	9.028002
tsxwy	8.474069	5.304247
wmvgj	3.880814	3.669535
hwfip	1.526846	4.834386
tpqil	5.558385	1.699028
evkkx	5.150711	9.780755
rdptr	2.406215	7.997406
rwtyb	4.705156	1.261659
meuwa	4.686615	9.561771
hifvx	8.030510	7.932887
nersi	4.221107	8.778736
iqfdi	8.942140	4.145234
bntea	2.630174	0.555282
papbo	8.491252	5.333997
fwial	6.077361	2.477901
npxqu	0.349080	2.209814
nxaku	8.693897	6.983322
auurx	3.777997	8.326517
iostf	2.264508	6.793733
