
Name	VeloLon	VeloLat
rpoxr	0.036117	-0.000438
suhck	-0.121711	-0.075860
dcpfd	-0.012910	-0.017296
fxydg	-0.071278	-0.039440
mdaxb	0.046311	0.036435
kjbpc	0.011996	0.003433
hhoii	0.094443	0.004411
ceuol	0.003836	-0.036394
qwdrs	-0.081199	0.020336
hxsjo	0.162090	-0.123418
hvmjs	-0.477401	0.161592
rabfc	0.045830	0.018320
hfduv	-0.081197	0.150853
yenck	-0.095745	0.242401
wyfgc	0.018187	-0.009146
mjwbs	0.266538	0.234486
dkyuv	0.057776	0.040072
adtvk	-0.100889	0.301535
rombl	0.201405	0.079957
mpnxi	-0.010682	-0.051010
vkyuv	-0.066503	-0.034195
ttkbf	-0.048439	-0.096201
njnwm	-0.008764	0.010012
ebcds	-0.034165	0.028203
amorx	0.083906	0.111413
ajtqx	-0.010552	-0.042913
yxqbp	0.095560	-0.117442
obvww	-0.030374	0.088726
ouvql	0.210779	-0.021223
glrcr	-0.005925	-0.009814
hwqwa	0.011865	0.057554
sfshn	-0.023686	-0.078887
coqdg	0.472908	0.037098
ookfu	0.010117	-0.005138
clsfx	-0.056310	-0.035972
ararh	0.021598	-0.024571
rcrpp	0.148233	0.184978
vpkfo	0.006529	0.015325
rrjab	-0.000259	0.018295
elvva	0.062203	0.038791
dmxks	0.115156	0.071361
nlheb	-0.051489	0.047056
oewfq	0.209449	0.148372
lfeod	0.002246	0.023739
huupt	-0.037438	-0.011864
pfatj	-0.174184	0.065404
bheaf	-0.024520	-0.059083
ydmjx	-0.140879	-0.219069
ccivn	-0.005181	-0.097139
uvwyn	0.098659	-0.049272
