
Name	VeloLon	VeloLat
bndsr	0.016337	-0.022739
frpak	0.006237	0.077736
nwxgq	0.001065	-0.014125
gwwnt	-0.048663	0.085826
adrya	0.025743	0.014557
vkmjq	-0.035547	0.000077
thdgt	0.110978	-0.225776
jfvxv	0.025365	0.032351
swnmn	0.002384	0.000416
nmiew	0.014212	-0.051012
hdger	0.000781	0.015515
bgbnh	-0.041189	0.000707
tpjwt	-0.006295	0.002918
dxwfw	0.000108	-0.017403
qbrhw	-0.004691	-0.016478
bhxog	-0.018902	-0.008390
mxweb	-0.009813	-0.000848
seltj	0.003407	0.009566
veidq	0.005185	-0.012636
ijlvn	-0.003430	0.022386
uusnw	-0.020012	-0.038284
ydvtv	-0.048747	0.009589
nwmxn	0.016665	-0.041583
jmqkw	0.145523	-0.120866
inrpk	0.001312	-0.006456
khcrg	0.027032	0.005069
bdhwy	-0.008534	0.005503
vjwin	0.013177	-0.038040
ajoho	0.033636	-0.001084
qbcrh	0.032674	0.056830
upqbm	0.012286	-0.014754
winxk	-0.238260	-0.013720
bhftj	0.005369	0.028940
pgxoi	0.003173	-0.010201
ymmpu	0.081527	-0.084864
nmsgu	-0.206406	-0.125062
xfnae	0.017225	-0.001323
oodbf	0.050818	-0.035515
qbkmo	-0.000164	0.012198
lhgsd	0.001759	0.005882
dvaeb	0.005284	-0.023404
kpvur	0.012044	0.046294
jqvtl	-0.011910	-0.011923
jlwma	0.039999	-0.069656
abjvr	-0.043832	0.079682
bstrq	-0.072312	0.009983
qdtso	-0.015350	0.005158
dktot	0.079709	0.003281
kloac	-0.037130	-0.011240
utapq	0.001000	0.000616
