
Name	VeloLon	VeloLat
oxyqn	0.216689	0.047183
tnjyv	0.199834	-0.728630
fimjy	0.129128	0.094759
jhify	-0.072488	-0.111702
gqvrx	-0.176569	-0.067988
txjhx	-1.182673	-0.754804
wfyjx	-0.159686	0.103564
qlblr	-0.808831	-0.643311
jwoax	-0.074428	0.128766
pjkno	0.153579	-0.018125
fgqnl	0.160197	-0.420808
fxung	0.000099	0.113644
wkbxf	-0.456016	-0.127373
geqjq	0.021760	-0.091226
ymuei	0.020350	0.044582
dewdq	0.071525	0.051600
inifm	-0.025838	-0.189261
snlfy	0.018050	0.125225
bvkrh	-0.416842	-0.525586
khcbn	0.081309	-0.129103
ftrgy	0.013074	-0.061255
thtqi	-0.033464	-0.022039
vpsdx	-0.038652	-0.017340
yjxoy	0.028732	0.116213
uonqp	-0.016950	-0.016197
oekmy	-0.349842	-0.003370
miohj	0.107584	-0.074490
rpyuf	-0.064700	-1.558504
ipeok	0.040445	0.004828
fflum	-0.022497	0.025571
typni	0.114903	-0.012465
ydxnf	0.034194	-0.009830
vmbpb	0.041726	-0.060355
qpnks	0.023994	-0.024702
cqbbn	0.181130	-0.147971
fasyt	-1.256092	0.184277
ujwgw	0.006917	0.488212
uuxvs	0.736682	0.822640
noxid	0.020002	-0.067338
smaih	-0.234016	0.024417
qsoum	-0.034585	-0.005919
fktnt	0.031492	0.023075
jwaxc	-0.159535	0.013041
athaa	0.027436	-0.159849
xopcm	0.024057	0.006348
dbpmf	-0.008058	0.081166
wxqsk	-0.003550	0.119762
goflq	-0.001435	0.028123
nkkpb	-0.001600	0.011467
efqbp	0.053228	0.147495
