Name	Lat	Lon
iisud	0.328108	4.254794
nuuan	1.266731	4.519026
nptem	4.934761	9.950909
pbbnp	0.207813	8.528602
qcqao	8.511324	2.712472
kyrnj	0.105129	9.826269
eahhp	7.741017	6.910082
sfmfy	0.788526	3.278443
ytomw	6.054419	2.756950
ulmpx	0.279644	6.621662
adapo	6.551316	9.978375
sfhgt	1.998638	7.971797
eglwx	7.589489	1.110108
jrucr	5.538062	6.535702
orwls	1.002318	8.201999
mosgu	0.858469	5.952333
gkeka	8.601541	8.291700
jubxu	5.664784	6.104936
uarni	0.464331	8.018710
dncbu	4.428750	4.007522
fogsi	3.007014	4.000298
tdytd	9.572138	8.878418
qrtit	4.233341	8.925700
lgxoc	3.357759	9.766964
imlli	0.027191	3.848993
losaq	0.056099	6.996493
grneb	8.051760	2.857027
chits	0.722559	5.922575
fjlnf	3.872256	4.055088
tmpqn	4.763558	1.007007
okear	3.661991	1.123559
qpwvj	0.874987	7.084005
nkawa	5.422206	5.912740
wrnyf	1.642441	1.008606
vtpfx	4.580538	4.503158
kbxyl	6.675156	5.097083
mqiia	5.452133	9.342265
hmbnh	7.218646	3.992219
htndg	4.115469	3.784977
osnqg	4.059844	8.685313
cyvtw	4.091529	3.798661
rphhc	2.663321	6.336209
yxppf	6.826421	2.435701
grhmd	7.890522	1.665847
xaxgu	5.473757	6.001992
ptfdi	8.232084	7.433702
uxwxn	1.047239	6.629443
uaafq	6.081691	0.949966
akqew	1.333991	4.979552
fxhkp	6.793524	0.381198
