
Name	VeloLon	VeloLat
fakyn	-0.062516	0.065888
enbbv	0.013126	0.003940
ukeil	0.161882	0.031808
iikul	-0.041171	-0.093762
sqeqy	-0.050991	0.219128
itxnj	0.138767	-0.134037
nfkim	0.062165	0.015509
jkach	-0.120618	0.100123
hwefd	0.069617	0.004903
guupg	0.226635	0.277541
fcwpm	0.103025	0.059053
sruib	-0.016438	-0.219929
nauvh	0.330417	0.188641
ckegb	0.166559	0.256729
fkidn	0.099155	-0.068783
ogvpa	-0.026131	0.052916
yakvh	-0.010088	0.119025
amwha	0.135795	-0.012475
wgrpy	0.119228	0.281214
oneai	-1.879783	0.316199
djxqx	0.012827	0.005421
lbixr	-0.025464	-0.021202
ycqfw	-0.035533	-0.069704
txjeu	0.079359	-0.225088
jkksd	-0.061869	-0.066439
egclq	-0.287486	0.051917
kdxla	-0.254713	-0.434691
khujo	-0.315821	-0.093560
teluh	0.046126	0.197090
xpbfw	-0.106186	0.082097
jjpgv	0.218470	-0.074383
uadwl	-0.132971	-0.069151
wwpyx	0.313214	0.108872
sbabi	0.419101	0.247107
fpenq	-0.215279	-0.292472
rfanj	0.197094	0.362528
ojbvi	0.020161	0.015854
yviac	0.296908	-0.024703
ofwvp	0.151742	0.310606
otplb	0.152342	-0.003214
qjmeh	-0.059674	-0.201061
idfwd	-0.141010	-0.012940
okbmh	0.047220	0.065484
yqoca	0.033056	0.055002
ffevo	0.090717	-0.036439
rnvlx	0.158323	-0.004808
hfxae	0.208242	-0.030067
cebgu	-0.031524	0.068941
fbelm	-0.132951	0.193726
ehnkm	-0.057428	0.027691
