Name	Lat	Lon
iragu	0.881771	5.071749
dxvbh	0.566271	9.924470
sehhs	1.650254	7.324427
ecbsv	3.181658	5.821573
ydltc	3.479195	4.130034
yfpvk	5.070756	4.835787
xhakw	7.937038	4.196343
rdtfb	8.175673	7.799618
rtstx	5.784281	8.538453
xjdlg	8.496906	6.412120
koslq	6.316286	7.506772
fqbaw	4.461913	7.816652
xuasu	1.788579	1.367394
unbyu	4.211272	0.642840
dwsch	4.264027	8.854898
ulvnc	3.198494	5.500280
qtelq	2.732535	7.093041
hcfxl	7.282459	5.708174
kvqcd	4.835465	6.286359
qspwd	6.323225	9.662422
twcfu	2.212453	4.435188
lnclo	8.982333	4.703932
nylyo	3.738175	6.072692
ysnso	7.327961	7.508617
oilql	0.326898	1.040657
pllpp	0.656135	4.169135
wsafg	6.621238	7.660298
hsrog	9.100298	3.140900
agdwf	4.840465	8.712729
yykjy	9.677891	3.690705
whnpq	6.872857	6.313255
oyxtt	7.423896	2.114442
gvfmd	5.502715	3.417356
naavk	3.686803	4.127666
fkvre	5.370588	4.105752
mthgt	6.195140	3.465591
lyvcb	4.528992	1.712651
anugu	1.138445	8.772008
siinn	0.534117	3.851998
aplyt	6.110512	6.904630
ddsqn	4.124692	9.377886
qevnh	9.860176	3.704401
toxtv	5.676574	9.984868
kclqd	8.575494	6.182458
oojmy	0.355553	8.321554
brgsc	1.794433	5.779246
lookv	0.991891	9.031415
usief	7.705492	0.714447
qsyoy	1.092683	6.204028
uxtik	6.211467	4.722212
