Name	Lat	Lon
oduvi	2.105280	8.516220
rwmcg	3.442584	3.448768
rwxpl	1.883719	9.510435
bhiro	5.159443	9.662353
ctdcp	3.701043	4.766092
ltgde	6.494130	3.429315
ebjsn	8.203744	6.841685
qcwlb	5.952413	0.325219
qtbvu	3.567975	2.207031
falxn	6.109168	6.954609
eoubr	6.876107	6.787462
qjyus	9.186886	6.722151
bvpuc	0.933197	3.992440
uojwg	9.513489	4.249986
kyila	6.046065	3.210927
irgyp	2.407277	6.207676
tpllh	0.323459	9.108129
jdxfa	4.582440	6.377972
cpqgo	0.663094	7.064358
caqlg	9.434982	4.617090
aciuh	9.152754	3.739463
xmalw	7.783401	0.342582
miqeo	3.274888	5.612737
nuvbe	1.428223	1.044293
qcnjv	4.523097	4.150326
xrobv	9.048111	9.691738
nfwkv	1.593993	1.594074
eehcw	6.603436	0.232439
pgcwh	2.582083	3.945534
xkmcx	4.736145	7.065790
ysrif	8.289468	0.384262
pfubk	2.570638	1.093745
dunkh	1.847969	4.714217
ulsxl	4.296637	8.806705
hrwmd	1.633354	3.575988
ohxby	2.521551	1.775006
xlfqt	1.156728	9.700789
sxcdn	3.272982	1.121751
vaiqy	0.969436	9.006424
xdqhs	3.516058	3.315494
wcole	2.102142	4.384013
vfijm	4.566315	0.694030
nuynw	6.458470	6.051434
myqsd	0.109713	7.511163
ygurv	1.035932	3.944252
obshm	8.172035	0.904276
rylxm	9.429528	7.398074
gmhif	7.801307	2.074600
ljpxk	5.256772	6.571384
cfyrd	5.407266	0.570322
