Name	Lat	Lon
bsyum	5.659624	7.039071
gesdu	7.794290	1.308252
aompd	5.781634	8.629487
bwwaj	5.062704	1.929854
sgyjo	4.080480	8.873331
qgjca	9.272131	0.635406
xdnsj	9.129197	6.704893
jvrxc	6.280187	4.418771
wtaik	8.595087	1.107193
ddjrv	7.768216	7.620501
glkrx	7.525687	0.405636
prcrt	3.563382	4.222857
xbbtq	7.620615	9.757102
oissm	7.464344	9.678554
cnflr	6.133559	3.228782
gukkf	5.504893	6.718362
xaakv	3.767295	0.740987
jtxtk	2.417752	6.924045
wxlrx	1.060620	5.155653
wcajg	9.447446	5.836226
pagci	1.444236	3.217793
difok	4.205925	3.270911
bpnve	1.357982	8.986813
xxowc	7.569153	3.598951
ebriq	3.514909	4.752991
wuggd	7.032134	5.082230
capal	8.678459	9.068167
lxfpc	8.365189	8.852167
hwmpl	0.001736	3.726424
jjdys	4.681318	9.183357
agsvj	7.544423	8.905667
nkklp	5.961939	9.113224
iprop	4.699494	2.317171
qcgcb	9.605029	4.402904
eniek	5.738986	1.721648
ttxfw	4.214340	5.130851
bhvkb	2.565918	0.417836
prhia	5.381653	5.380816
vpuxk	4.677371	9.449317
nuwro	2.428485	2.575857
jfwrs	8.123366	5.554717
xkktk	8.372302	9.409673
nougg	5.722568	3.282901
vqgcd	4.548095	9.201794
bsole	2.160281	9.828771
mswmx	8.051939	7.845425
lbrxn	6.194105	8.935336
dlsli	1.240540	4.323867
iktii	3.102335	9.755049
stlge	2.634750	0.948571
