
Name	VeloLon	VeloLat
xtxhl	-0.021894	0.009634
pdwca	0.009329	-0.019346
mxhwf	-0.008570	0.007757
ifgmi	-0.005373	-0.003294
dyhtp	0.004820	0.032560
akqkb	-0.016087	0.008574
bpmak	0.029160	-0.016408
yymup	-0.006009	-0.001321
bttfl	-0.002297	0.007372
xkinm	0.005482	0.014044
ssanu	0.045025	0.057987
cpgkh	0.011725	0.016256
xgvua	0.009475	-0.011712
vwltf	0.017848	0.016495
elmab	0.027023	-0.061303
tgqbu	0.020337	0.040751
eyjwt	-0.013663	0.007853
xpxdj	0.014990	0.020225
rdnij	0.000107	0.006022
yhpby	-0.047124	-0.010726
fgtmh	-0.001598	0.002058
mqohn	-0.015624	-0.059487
ghcmf	-0.004989	-0.051079
tfpqb	0.007676	0.011986
ouqul	0.000832	-0.000200
qgihc	0.005871	0.001017
wjmip	-0.028373	0.075955
vmhao	0.003544	-0.002880
qoemk	0.072221	-0.104708
svggn	-0.048809	0.035136
gcnrp	0.009315	-0.005193
pelkc	0.127378	-0.014358
nkjjn	0.002412	-0.003422
gqcbj	-0.020424	0.008812
wagyj	-0.007885	-0.046001
gqmed	-0.008730	0.003833
iivre	0.001026	-0.005906
wyfni	-0.010964	0.055322
omybb	-0.009597	-0.000900
ypwxw	-0.010752	0.016989
yqnvn	-0.020358	-0.009403
kpwsq	0.014915	0.005864
urrhy	0.002814	-0.003052
saocd	-0.050416	0.011541
ypdec	0.000245	0.007562
anokh	0.001522	-0.006261
ockmp	-0.002934	0.002436
kfclb	0.018358	-0.030048
emswd	0.127138	0.047800
hdbev	-0.004042	0.002568
