
Name	VeloLon	VeloLat
vghkh	-0.093519	0.194842
jkqbf	0.060521	0.146289
amubo	-0.156694	0.523121
bkmao	0.120034	-0.335290
roayy	-0.206487	-0.275753
qdngm	-0.052708	-0.127581
qqhep	0.026678	0.057827
bnkss	-0.290762	-0.040142
twovj	0.193501	-0.205654
qkudh	0.026208	0.369211
qxrdj	-0.644549	0.084334
hlnpm	-0.022679	0.093505
qpovj	0.106359	-0.096830
xcfmf	0.245972	-0.017381
lxbom	-0.142051	0.100306
grlnu	0.192029	-0.031829
oqmkx	-0.388128	-0.218408
lawjq	-0.644462	0.032087
hsrne	0.132692	0.259270
rgfkp	-0.283349	-1.186775
xfmvx	-0.474023	-0.161531
wwqyb	-0.042747	-0.142183
fdfwg	0.096623	0.163302
nnmou	0.041609	-0.021387
lrhhk	-0.316238	-0.046975
lriik	0.827852	-0.304591
xying	0.002863	0.102755
syxlw	-0.022601	0.009426
svjie	-0.126777	-0.346095
dehbh	0.082462	0.186438
cwtwl	-0.235142	-0.271148
ubjqt	0.010679	-0.008300
mhtao	0.768683	-0.011863
hsqbk	0.127629	0.082194
meubk	-0.078128	0.104304
avlhc	0.278991	-0.075735
hmhuu	0.249939	-0.104750
xufph	0.057898	0.007449
vvdln	-0.194361	0.114610
nejxa	2.361300	2.400451
orkqu	-0.040325	-0.107682
tsqny	-0.032246	0.008828
hnlpi	-0.314452	0.121831
spnsa	-0.034980	0.025434
cvvgi	-0.060360	-0.028009
gbaid	0.043287	1.210147
ncclb	1.241397	0.213586
xogdy	0.180463	0.001804
mbejt	0.469246	-0.153278
vjlxt	-0.568079	0.067878
