Name	Lat	Lon
pumut	4.996592	1.470518
rlaag	4.739173	7.729799
btbsv	4.087888	1.272332
effby	5.352921	5.127349
ouino	2.942168	6.551612
erwys	0.938128	9.017132
kwxvy	6.352837	7.115271
cohms	5.296865	2.138115
xwgtm	3.513752	4.406706
jtmqw	2.791072	5.622823
wxpqi	5.576945	9.551114
vspuq	0.433894	1.720737
klywc	7.558362	2.463114
bxwlt	3.611779	3.392849
bvlit	5.871077	3.175217
plbch	6.212045	5.186304
lufkh	3.435788	5.842413
jybcc	8.911815	5.285828
pyujs	9.868042	0.881768
jybvj	9.410054	2.178819
rdgji	4.569792	4.782803
kxscv	4.938351	4.485925
gtwuj	7.108701	8.864587
vlhgf	9.146364	5.934976
mbfod	6.539472	2.944996
dlfth	3.080065	8.910756
hmifq	7.425061	6.645887
vqixj	3.079930	2.992984
dvkic	7.742776	4.383753
esfii	4.845799	2.830657
aopew	9.779559	3.341452
tumgd	5.788035	5.054786
silcn	6.144917	9.508309
ahxvj	3.679853	7.614308
kwwgo	3.422090	7.284668
xixpa	9.135971	5.063315
uaxdc	8.338347	8.266695
ckuso	9.055639	2.603621
sbgic	3.553567	8.120637
pqemb	5.691203	4.794770
xsrve	0.059693	2.042605
orert	6.954340	3.262745
khhvh	7.930275	1.588501
qsita	1.232949	4.129900
rekbl	8.787233	2.175212
vukts	8.412228	7.021980
eucxk	5.900373	4.323550
mrkcy	0.922842	7.576065
rhndi	9.565646	0.204056
rcdob	0.952298	9.813825
