Name	Lat	Lon
ndhry	7.552981	3.111058
tyvby	4.247375	2.951404
ylmgl	9.533071	5.627984
gjlyo	6.044430	2.318441
tpqgy	9.556305	8.727885
xaslj	7.153252	2.812944
njhgp	9.466588	4.709316
fyqka	4.446520	4.948798
cwjyg	4.432612	2.662845
lpjxf	4.775477	8.915022
mavxx	8.880359	1.438620
aoeki	0.550054	2.189002
nurvi	1.710763	4.749908
augxd	9.395567	2.785708
isrko	6.435925	1.287942
vkcay	1.582434	8.585207
tildp	4.818151	5.969823
suiiw	5.400038	8.660403
nmdod	8.344743	8.444002
dlrtn	3.776485	0.090663
nsqux	6.119398	1.391451
eybaj	2.397865	8.722699
cejpd	0.926574	0.919910
qsmju	1.799475	2.928649
ypvof	1.607601	3.780663
jktwn	3.216049	8.954794
sbdmr	0.054490	2.132448
ddxvs	4.993725	5.816921
uavds	4.516764	9.534391
ywsoc	9.883492	3.249829
sdroq	7.166778	1.857986
ungip	9.706516	2.041394
gcgxr	7.309493	7.406278
lwipu	8.780333	0.641922
vlbhc	7.474468	1.059527
vysks	7.347178	3.381171
xxeto	6.744529	4.023725
lifgr	5.730927	5.300514
tnaqa	9.129361	9.691148
bymdc	5.188909	7.178270
pylkm	4.045101	9.987746
mxxfp	0.587723	6.020741
jkrmu	8.436208	7.866867
vdpya	6.931562	7.342591
fnapa	8.639243	8.754605
yhxwc	7.244795	9.749940
kfasp	3.124727	3.266682
ajfrw	9.808369	7.279693
hmpkd	1.671821	9.265287
oimeo	1.608403	8.303779
