Name	Lat	Lon
usbrp	2.221465	0.326782
bpxxr	7.719816	6.162178
jptuu	8.686197	6.949407
unpju	1.189538	8.917189
rifwy	3.987148	2.567025
upxwv	7.986251	2.003807
wgbuv	8.078408	4.914505
oilrt	8.954859	3.808470
bwbgs	1.891945	4.312601
axjvh	7.286905	7.916183
grlvo	7.905988	1.011359
dcjcf	8.985310	5.937942
wafym	1.679636	6.102914
rbfhf	7.469284	9.642855
utghp	1.304684	6.261159
chkvl	6.936010	7.819179
yspdt	9.652397	3.520536
svlme	8.647070	7.841295
lojkk	7.748454	1.307059
jwtlc	8.757790	8.261960
ahqix	7.682176	2.173956
utufc	7.764078	4.330206
rgpys	3.801934	0.858797
exvbx	7.588081	9.096661
abpra	8.119883	2.876666
bhgne	6.240014	0.869057
tsxne	9.427791	5.921308
tmxaj	7.351096	2.887330
pmuxm	8.387283	9.863056
mdfgw	9.965733	5.073479
hhdsy	3.284347	4.075878
xsssj	4.619563	0.012175
lwogf	8.032204	1.001846
rmsmc	0.817745	7.247624
nofip	6.316020	3.841037
jgsbh	9.807994	3.347403
jhtrn	9.630744	2.948154
gdcly	7.567920	3.911916
cusyv	8.567459	4.026808
cwdct	6.820267	3.287727
ivhmt	0.013265	8.231690
gaush	4.878742	2.947277
utmvt	9.540061	7.019667
geqga	0.273989	9.806644
yumkq	1.952718	4.927825
cidnm	7.424940	9.338218
tyfsm	7.977861	0.960789
rbmof	4.649520	3.905792
ymmjo	9.903477	4.489790
bmiid	5.767177	7.736405
