Name	Lat	Lon
pqxoa	6.103917	3.104427
arcct	3.338253	8.540688
iwyyf	7.518874	6.019368
kefii	1.300612	9.713292
cauep	2.877910	9.386736
kevmx	0.869381	9.036168
xlmch	6.744879	1.687793
dksmw	0.071159	1.180465
jtoii	2.973476	5.969713
spwfn	9.225597	5.203738
lubim	5.106885	4.607908
usaia	5.360444	1.410446
ulcuy	5.956542	2.977685
xpjfg	0.958201	1.607125
bddsa	2.394495	4.481014
mchqy	0.892095	4.282197
jnipl	1.697774	3.445094
chjcm	2.147166	4.492304
bwyji	8.610311	7.417065
kmckw	3.199004	3.488618
xwbih	2.980671	5.652584
wsyfv	3.758741	6.136952
aigcc	6.118368	3.158572
wkplb	7.086769	1.418283
ysfcg	7.138886	7.328324
lcqvf	4.280136	3.256041
rihhx	4.564017	6.252428
dqhkk	9.835408	7.429633
spqhy	9.679193	3.699035
oooti	4.674464	8.198053
wiiju	6.201292	3.720843
mqicx	8.885852	5.115659
efshq	6.305935	4.517541
kutpt	7.768578	3.852429
ghjfx	5.002190	6.489856
cwqht	8.175939	1.800332
yqstx	6.492067	3.007467
kmies	6.895237	2.163200
mevgn	6.390863	8.254679
jkady	9.792539	1.233402
axopf	0.126019	3.201055
gxehh	1.348051	7.999128
woxhl	5.630580	6.686835
vnqfd	2.602893	3.163123
chhnq	8.550825	6.814336
stmyg	5.536927	3.713068
lcitb	5.789677	9.127494
jabwy	4.170444	7.105026
yxhxm	9.083031	2.653007
accht	9.788185	8.495852
