Name	Lat	Lon
evlok	5.440885	7.535874
oyjyc	0.283136	4.962235
jcqcu	5.825127	8.662214
nmnjx	1.590829	2.910787
xoeim	1.739598	7.065017
xpgjq	2.535378	7.417893
kcafw	3.968519	2.098172
vaibn	9.087837	8.899809
hwuwk	7.892141	9.269227
ydaeo	4.248453	3.206060
fhjet	3.158143	3.753386
btnlw	2.230956	8.908326
kvauk	5.894289	5.683697
kfnxk	7.105636	5.321420
aljmc	2.132013	4.427449
vsxfb	1.599247	2.750140
tinst	1.366267	8.546520
cmpke	8.641229	2.854087
qxiba	7.417733	3.143179
tjgwa	3.161612	9.831211
wwbpk	6.106227	7.217594
efmsh	4.491167	7.351966
fmsxh	1.869088	3.036346
xufuh	8.663981	3.754309
hpsis	0.163449	5.520329
ussgg	0.328067	7.084568
wuapd	3.310619	3.830149
qjhso	4.550149	1.570450
loowp	7.420232	4.356365
mxqdx	4.838945	1.845352
wqfui	8.436429	8.156627
sxkwi	8.711948	1.057221
oxpro	7.751357	1.708678
taljf	1.843402	7.063833
pqxhc	2.685294	2.052876
giqow	3.097570	1.732796
smxmy	2.264496	0.856326
afvok	0.569223	9.386004
jpetf	5.267059	6.925999
lgexi	3.055256	3.452315
oojtt	2.062346	9.688943
tcxfq	9.930088	1.852200
whkwj	7.838287	4.992434
qmsta	9.287747	8.091229
ssdgx	5.177776	9.160777
yvdjb	5.897216	2.889623
essqx	5.495946	4.515707
vjpnp	3.852746	0.357223
iuxsm	5.546341	3.102014
vkwpq	8.105734	7.361106
