Name	Lat	Lon
jmofj	3.773083	8.026047
djmce	1.862860	4.205501
ybhkd	3.854423	9.086324
hwxyg	3.375136	1.286570
leqfb	2.720320	5.915554
rdgry	9.514754	0.423604
hdrkf	6.086132	4.469928
gpbgs	7.520125	9.612514
ytxup	5.730058	0.738129
cdebp	5.178811	5.080334
dxneh	5.017125	0.270424
kdrdu	5.708921	2.815238
hkjuu	8.413743	9.838068
bwlki	8.309563	9.785703
tqvyb	4.089039	8.819188
cfqqt	7.003262	4.478908
iyxnn	5.844863	3.827325
hufuq	1.611835	4.616030
xfxch	4.040413	0.103769
xraed	6.298297	7.224151
lbdtv	7.629491	5.478529
bvucn	6.137284	8.847274
kkrpj	7.571988	9.324542
hgcxs	5.046102	2.399301
kkdvs	2.343273	9.835327
xfcfb	4.688089	3.388153
qalax	2.452306	2.712111
yfvks	5.576792	5.901444
nyilw	0.001158	9.150949
fedpm	9.787545	9.455571
xdlof	8.362949	9.270445
sopyj	0.641293	6.075483
vjdbj	9.799663	8.211448
sscqi	3.070019	2.935269
lpvlp	7.159324	7.814432
vuhux	2.809560	6.753901
inooj	1.710612	0.278557
jdnvy	6.921102	0.253878
pjgfn	3.118247	2.966212
rdyec	8.285657	8.383905
etyek	2.082244	7.036478
gqovo	2.248201	6.273115
qbgfd	7.148379	5.521934
osdrd	9.698730	2.801196
hmyyl	8.106854	6.552514
ilxif	2.034626	1.896950
xkchq	7.462737	5.956891
bxlxv	0.827027	6.215912
wqtww	5.401557	9.836699
nuxfl	1.756500	3.965714
