Name	Lat	Lon
ivlmo	9.774446	3.437840
urtyt	1.967191	9.113582
ibgbj	8.219268	2.577392
babij	7.233968	1.235630
lbvdb	3.543453	1.294909
vsqif	5.139503	4.816751
nslel	7.544997	9.623820
thffw	3.401379	8.757268
dwkiy	6.324557	6.975446
onstp	2.062382	6.831205
suhwm	6.786347	2.449978
gtqpn	9.535363	8.126943
kuwxx	3.390399	0.852823
uvlfl	6.864851	2.428563
dmbre	7.740608	7.549101
bupyk	8.518444	6.404386
sbbjm	4.470548	9.490359
lqtxe	4.047108	6.501699
cbpyq	6.093196	9.751062
piofp	2.534275	8.352623
ndkdv	3.801574	3.565407
csvfo	0.161943	3.052904
wkcrv	4.728507	1.778707
xtiks	9.387556	2.025310
ctlgi	9.727484	6.657329
kuakr	9.456063	9.823851
ptbav	9.482281	8.053756
asvyf	2.344820	8.704251
kptbi	2.904047	9.397448
ldxxc	9.849226	8.323309
dnuks	0.451125	5.933864
sgyby	4.326079	2.053569
ryxea	5.341696	8.408124
djeca	9.598078	7.889546
jajsu	3.790488	4.900565
iilod	7.155172	6.728575
kfxlc	6.375273	6.971879
rlhuq	3.298847	9.212429
vispy	7.696821	3.717957
gvpiv	2.009176	0.465997
buvwj	4.058367	8.219436
vxsxw	5.466466	8.968017
hhhlr	7.976269	4.886534
chgfa	7.205550	7.149236
elpaq	0.591961	3.682429
eseno	4.669734	9.088158
hhfoc	1.102587	4.227471
ukrgc	4.457890	1.185486
jcftu	1.575298	3.755077
pxumu	7.375580	6.040184
