Name	Lat	Lon
rpoxr	2.440204	9.829978
suhck	5.230970	2.508195
dcpfd	8.642705	6.916680
fxydg	4.661413	7.936256
mdaxb	6.328031	4.375339
kjbpc	4.723004	5.221320
hhoii	3.239087	9.521226
ceuol	6.147210	9.327432
qwdrs	2.594891	6.150568
hxsjo	0.806668	2.330625
hvmjs	2.273532	7.663609
rabfc	0.317735	1.252473
hfduv	3.405962	0.176320
yenck	7.827992	3.999990
wyfgc	5.306229	5.062492
mjwbs	0.841656	1.787401
dkyuv	2.053425	5.715003
adtvk	2.423593	1.911253
rombl	1.391341	3.319533
mpnxi	5.043623	4.266975
vkyuv	3.020185	8.174155
ttkbf	7.478837	0.249151
njnwm	3.290828	6.809263
ebcds	6.493253	8.941304
amorx	1.471343	2.109328
ajtqx	2.944080	8.866719
yxqbp	4.795631	1.159326
obvww	1.166135	0.169047
ouvql	0.968787	9.233115
glrcr	9.808105	2.411484
hwqwa	2.392341	4.824918
sfshn	1.869555	8.068178
coqdg	4.980341	1.610340
ookfu	8.579372	4.586695
clsfx	9.369712	3.509810
ararh	0.924764	6.745459
rcrpp	9.932166	2.509665
vpkfo	2.380350	9.906728
rrjab	7.977772	6.550127
elvva	6.193497	2.411269
dmxks	6.074285	4.097464
nlheb	3.320956	0.504749
oewfq	7.424342	5.310134
lfeod	5.534337	0.917209
huupt	8.935223	5.595819
pfatj	9.579662	4.294019
bheaf	8.676020	5.380417
ydmjx	2.037314	7.872436
ccivn	7.459471	1.142825
uvwyn	0.296193	1.323871
