Name	Lat	Lon
ntajh	6.999318	2.294104
bvuaf	4.947835	7.545960
twydi	2.817578	8.254466
ollti	3.070584	5.025470
lovml	4.588434	7.310322
jqrdi	2.187626	7.803426
wcodi	9.270567	7.423054
dbjkx	7.059373	0.427623
jwfrf	4.702750	6.881341
frpcw	6.558214	9.124565
codcv	9.115389	3.910223
ndntc	8.086779	2.344147
wgdwi	7.511672	4.492623
oywbw	0.722356	8.678570
tnvqw	3.174215	0.635043
nqyso	9.242409	9.037261
gylcy	0.687158	7.168483
uneid	3.782363	9.057166
xneai	3.973608	0.176354
pdexf	1.882011	4.435764
vkufl	6.913958	0.956561
moxix	2.987670	2.897185
fwryf	1.421740	3.772917
dgtfl	7.829273	5.186995
ptvgf	1.307894	6.588999
fqbho	2.616013	1.782151
yaqlm	1.485012	7.329177
xrlef	6.615986	8.598597
adhqs	3.548555	4.876751
tnbvq	4.969160	0.566131
kgiyr	3.955912	6.668290
wefkf	3.157607	7.010957
nqbir	7.228983	9.901662
uoysp	6.735971	7.522862
mrruv	6.684418	1.456934
tgjdk	7.827194	5.012663
yptan	7.667669	1.653339
shonb	1.811128	0.520724
iyfgs	2.710713	9.624127
scouo	3.138241	8.958954
oxlny	4.011939	4.408521
qgjvh	3.390868	8.652549
rtjie	9.586055	0.317700
rslra	6.246590	2.825980
lyrjv	3.757447	6.435042
njwhi	3.682446	1.404396
toijh	3.180075	0.864710
aqwsi	8.184568	7.515213
qehab	1.913129	8.040811
viagt	2.190460	3.962765
