Name	Lat	Lon
gnnrf	2.884497	5.895334
miqbj	0.774933	9.740630
lkfrf	0.379944	4.306562
ofhlf	0.899321	5.719694
vtypc	5.125461	4.888744
ehkaa	6.320254	3.622081
hpqrg	0.854768	4.504127
vpvdg	9.938181	6.089126
dtrrq	6.973280	1.013088
whgwg	2.264049	9.913861
pfdwe	9.854730	1.865881
wbyvi	2.114797	8.440062
hpeve	1.741889	3.396903
ilelb	1.321849	5.928561
vodnk	1.567166	6.314724
pqthj	6.228858	9.351236
oxhal	9.983904	8.419110
sqiem	2.153007	9.479512
skass	8.941032	5.580945
awpyy	8.795181	1.919367
bhqeu	4.556620	0.608946
neerq	7.031652	3.115192
mcgdn	8.051214	0.981023
dndrr	6.010870	6.760636
ubcln	5.095320	4.684661
rqeda	0.192083	7.040530
ogfic	0.681189	8.343588
jtuuf	2.636354	8.746513
wnafy	0.646244	9.205727
otdwh	9.801252	1.426180
eygkl	1.049210	9.640093
riqxv	4.793468	4.070613
beush	6.586781	3.810709
ihbpq	6.742921	4.036220
eftgo	8.632916	8.278017
irste	4.886363	3.414939
pooym	3.858314	5.099295
qklbh	3.893934	6.689111
ighle	9.691264	5.355488
abvhh	3.557550	1.068814
tfpii	8.076938	1.743802
svbrx	6.296705	9.094205
xbagv	7.332354	8.714067
lclrd	3.589134	4.878538
ijnrj	5.325767	2.581384
vgpgr	7.064650	0.161663
biuvs	8.271592	5.572575
iruxo	4.967218	0.653595
spvlr	3.440166	4.040783
cenad	7.449629	8.871152
