Name	Lat	Lon
bndsr	3.998637	4.588207
frpak	9.895669	5.091920
nwxgq	5.635155	6.508933
gwwnt	6.141169	0.050940
adrya	9.176867	4.620645
vkmjq	4.375251	5.606853
thdgt	8.541135	4.846108
jfvxv	4.118746	0.855246
swnmn	9.405501	3.762683
nmiew	3.116429	8.249129
hdger	8.230778	7.820446
bgbnh	6.173558	4.688295
tpjwt	5.023345	8.985246
dxwfw	1.444712	7.357140
qbrhw	6.348431	1.270087
bhxog	8.484818	8.074522
mxweb	1.374315	4.336965
seltj	7.564726	8.114331
veidq	7.947217	0.352707
ijlvn	3.764022	8.871528
uusnw	3.827917	1.913121
ydvtv	5.975340	5.794370
nwmxn	2.843480	7.545835
jmqkw	5.658546	0.373991
inrpk	2.615789	3.177998
khcrg	5.232026	3.564302
bdhwy	2.970024	4.658355
vjwin	3.231972	7.197194
ajoho	7.097110	9.753501
qbcrh	9.938320	1.132263
upqbm	7.911824	3.336581
winxk	6.315214	4.021914
bhftj	4.457967	9.803323
pgxoi	3.471941	5.045723
ymmpu	3.368836	2.913867
nmsgu	5.654388	0.025326
xfnae	5.335339	3.306678
oodbf	3.622256	1.041448
qbkmo	5.421427	9.248255
lhgsd	6.276481	7.917908
dvaeb	8.023877	8.817042
kpvur	6.781736	7.305098
jqvtl	9.172110	0.635400
jlwma	2.493180	5.651960
abjvr	7.514893	2.870085
bstrq	7.364891	2.808792
qdtso	6.360149	1.729420
dktot	6.369137	5.030426
kloac	3.826258	6.081622
utapq	4.380919	7.925530
