Name	Lat	Lon
fakyn	8.885860	1.307127
enbbv	0.879264	4.648711
ukeil	4.744789	7.797629
iikul	4.758152	5.668755
sqeqy	5.948594	0.268100
itxnj	1.945003	8.015228
nfkim	2.313633	9.658018
jkach	5.819435	5.233880
hwefd	7.567779	7.250406
guupg	9.147620	1.664732
fcwpm	1.623951	4.045435
sruib	5.941239	3.751767
nauvh	6.718544	4.411657
ckegb	9.877137	8.571421
fkidn	5.218735	5.044637
ogvpa	7.744040	1.276715
yakvh	8.609589	4.082145
amwha	4.588280	1.365180
wgrpy	0.993815	5.228238
oneai	5.031159	3.047839
djxqx	0.728704	8.695825
lbixr	1.056312	7.320822
ycqfw	5.207734	3.435188
txjeu	0.352324	6.386646
jkksd	2.479531	1.506663
egclq	4.960057	3.476228
kdxla	7.711165	3.685233
khujo	9.404382	1.549319
teluh	3.549134	9.452225
xpbfw	9.862932	0.293917
jjpgv	3.137386	6.303513
uadwl	8.478254	0.048699
wwpyx	2.128815	4.007386
sbabi	3.270980	8.990496
fpenq	5.264080	5.364150
rfanj	9.231974	3.389613
ojbvi	8.522975	1.792618
yviac	0.271679	5.647663
ofwvp	4.269837	6.107233
otplb	7.281069	3.150906
qjmeh	0.053061	2.926760
idfwd	9.514969	1.789107
okbmh	8.160244	8.078667
yqoca	1.095955	9.226578
ffevo	7.810874	9.711300
rnvlx	9.699759	7.352871
hfxae	1.911443	3.843155
cebgu	8.598082	5.623169
fbelm	9.613908	7.959161
ehnkm	3.068709	0.945622
