Name	Lat	Lon
bwkbg	4.552299	5.405162
xxqbh	9.195209	0.497364
slljw	2.350648	3.882451
uuwsw	9.115014	7.343911
femvn	4.144738	6.038207
kqnou	9.340878	0.616371
noymx	8.737156	2.132370
lddxx	1.505893	5.376421
lwrto	9.135363	9.544186
tkcaf	1.333691	8.039587
ooyat	7.995748	5.348842
qrrhk	8.636832	4.533149
kbxvt	9.222435	9.242531
rtdyd	0.117922	1.464278
cgnbl	9.610140	1.922985
jeevq	0.824843	7.622468
ahwfr	5.505308	3.138306
qiptd	9.182401	7.717569
odkrl	2.318351	8.620356
voyrs	5.658496	4.526427
mgoaj	3.033356	2.348012
qnyik	5.385535	1.619884
keeoi	2.348314	4.692827
wyjog	9.628748	8.115644
ojrun	2.915496	0.369662
oeuef	5.832062	0.736945
uetxe	1.539502	9.461625
bxjdb	1.609711	4.415518
ugdto	8.065319	4.411142
vntkv	4.852652	3.815961
dmaql	1.122690	8.526276
urosu	2.864123	9.052351
tshjm	4.538476	7.307939
gokin	5.516304	8.164784
igscb	4.158886	2.516461
pfcnd	5.174372	8.393834
anxwf	4.412199	5.677064
hpwtv	7.542055	5.821238
cmfav	1.840075	9.315276
tbebq	8.327149	6.137224
eaabo	8.057040	4.396267
ghkew	3.978591	4.673290
bhexc	8.022263	8.184567
nvbqa	3.178151	0.168571
tpryv	2.396689	5.189647
pquhk	0.927241	1.154336
htlcw	6.304801	4.131392
ddcni	7.992938	4.794906
btake	3.584951	7.306098
ntmnl	3.798863	2.266544
