Name	Lat	Lon
jqdld	2.665758	6.392138
udkaq	3.263779	3.394613
rxget	0.423437	4.339289
exxrt	7.427446	6.700626
bcera	2.784578	3.080430
oqhet	9.583501	0.404569
todet	5.694090	9.897405
ftpgo	2.745831	0.570164
kwpjq	6.270334	9.175122
phwmy	8.744286	5.499420
obcmd	5.487185	5.213630
idhpl	0.782372	3.125530
tkgwu	0.015563	9.323497
biytv	0.963141	1.571426
tjelx	7.565620	7.513391
iohcf	2.323212	5.383014
hgxlj	7.582877	6.224643
ljwug	8.376484	5.409554
mkwcu	5.298144	3.568471
weypp	2.509348	5.914352
felrw	9.218611	4.608747
obovn	7.316894	7.196247
qvifq	8.562320	5.030556
ghtpw	7.105697	6.915994
xsdip	1.743859	5.451999
poqdd	3.488017	9.042868
jbmxq	5.313349	3.105570
ofwxr	8.821315	1.464796
bfyma	8.064740	9.835668
riqem	9.958880	4.088175
ejsjh	1.941216	8.891054
wvqgo	7.543476	6.014610
hmsvg	9.638644	3.202216
ifgau	8.981294	6.697149
pijjd	5.579224	8.609245
rjlde	3.769592	0.016884
htqbk	3.556893	5.537785
bbaku	9.081504	0.694299
sjqhc	0.280951	2.832170
xmdnb	4.184321	1.945272
coykj	2.015918	5.878028
okogb	7.854491	1.536732
etpty	9.448073	0.423600
gxxga	8.328786	3.767973
ajfmd	8.343262	1.913390
imvdr	4.909928	5.205861
tavla	7.573433	1.152947
bpuav	7.579425	6.686951
paays	5.884172	7.387748
fuyjs	2.920613	5.283687
