Name	Lat	Lon
wgroq	0.772401	0.320151
hihcm	6.810694	1.751461
vxgnl	6.672000	7.340791
yijvo	6.445721	6.312039
asmup	7.308754	3.225877
ewbxh	1.702380	8.227031
eigqq	5.356699	1.892982
mqntq	4.579498	0.040137
itgpx	0.432808	7.619470
kuwgm	1.737025	4.204899
imqgd	4.132514	4.180647
xgfwa	3.795700	5.159386
eqmug	5.925416	4.330691
svloi	9.031919	8.464273
nhrpb	7.263254	9.454231
pvpml	6.245671	3.516169
oxmpp	6.532021	0.995807
clmgw	5.394198	3.673195
vvcfp	8.014022	0.280122
qxefl	8.180308	1.659914
klbyh	4.543449	6.435089
nksko	9.124954	1.744459
pkmor	8.993728	3.097459
kpyde	2.875375	7.586296
deyfx	3.651167	6.424326
dvgms	7.304102	5.170304
sdcln	3.937318	0.041289
wahob	2.192778	4.500041
ncpcs	3.549713	4.027700
cueld	4.756705	0.021703
imtqa	2.318860	5.938735
psxmr	3.798900	3.086440
jaeme	7.028646	8.113109
qkemb	9.805990	0.458131
xkqgo	3.843742	9.271366
pbqxi	0.636754	1.766564
hdira	9.378281	1.931896
fkcjd	8.732230	0.774602
xiloj	5.828961	2.590339
kincq	1.423897	7.342859
srnrm	6.094183	1.444999
aabuy	5.639069	4.925664
ixsnk	6.734434	5.839634
glrmd	5.945320	5.627176
voqih	1.864301	2.987557
vuusq	5.717072	3.301346
uynqx	0.642811	6.821601
erith	9.011595	3.731125
qxewx	7.314686	7.877510
mgxlf	3.946959	7.928479
