Name	Lat	Lon
acscr	1.660987	2.450863
xjaak	7.898621	6.216332
jolgm	0.146479	2.120554
raajp	8.921536	1.878915
sdhho	4.903613	4.252687
rswsg	4.896880	5.028553
evhjp	0.588062	1.858784
wqswg	2.161441	3.563525
etmst	9.189586	7.344511
pqxkv	4.651787	9.371372
vfbkd	9.294909	2.585190
libem	7.389824	9.534562
blott	2.597270	0.771857
lhsnp	6.019632	2.321415
ljker	9.785128	1.958695
ckjvv	7.020075	8.643840
lcddu	2.392980	6.404022
qpmwx	4.853026	8.809713
bqdoh	3.113403	4.802946
opoks	5.683424	6.964698
ufnoi	7.616319	1.304672
bfgul	8.230585	7.476541
nsxxn	8.514501	1.440978
oiujc	1.910607	3.224960
skasg	0.899120	1.574993
jkbot	1.800108	1.517927
xtidj	5.708434	4.409812
mliho	5.133217	1.654973
hnxit	2.904626	3.972922
pfbei	4.742998	8.051094
cqcrt	9.632599	5.569086
qctnf	9.646725	5.091310
efmug	0.241528	2.513848
bsfnp	6.133088	9.357181
cxslp	2.370150	8.807781
gefyc	8.559952	5.105525
dyfht	7.230579	7.111158
xaeer	1.759398	4.339368
flkis	9.255944	0.201062
cnqvi	6.152004	4.657949
dgwno	0.099489	6.737675
nuovs	1.590566	2.104575
euymu	6.550458	2.647501
jfgpd	2.054915	3.549834
xrcmj	4.645388	6.958687
iadre	0.687047	5.036633
rxufy	9.833956	7.205916
wxyto	4.871403	9.293442
xvffg	9.276077	3.673426
uwiqn	8.253830	3.023041
