Name	Lat	Lon
wkdun	9.665076	8.686242
yyfav	8.211614	0.940573
ouihf	3.241014	2.593755
vjjof	0.498030	1.726096
mqael	7.373012	0.390752
bhckc	1.771126	8.207995
ttrhf	4.964657	7.320460
lxytm	9.805204	0.997787
wwxby	0.973084	6.056463
xcpoy	5.302500	4.623984
tsfoy	4.602575	9.123853
yjumq	8.869151	5.469677
qqjwg	7.527236	3.816120
shvuv	1.685497	0.249996
naafx	0.739836	8.148435
vfjuw	1.565621	4.420275
qfjnl	8.270034	3.393126
jaegm	2.158847	4.466720
kbbcd	9.271753	3.744825
mkdnx	4.391359	0.350116
eojwl	6.132569	5.565308
epmho	0.304564	0.093432
yvdey	9.984060	8.803474
jqqxi	4.934970	2.102989
nmyru	3.051754	2.040998
ufuku	6.104030	0.825020
legjg	6.798362	0.434747
palcw	5.437301	0.063392
blggv	1.613295	4.712418
ovrag	4.928039	4.654306
osblc	5.897128	5.559344
waytt	0.701083	3.025567
xgwhx	6.867628	3.103877
dtfsn	5.717265	4.220011
cdbhc	2.263642	0.066179
lpugo	1.596787	5.029547
gjkbb	1.224562	7.191124
wirxy	0.892631	1.215023
bivqu	2.991664	2.456297
qouls	7.322561	0.904226
qmnbi	6.027857	0.286549
itxfl	1.245359	0.189281
yqcfg	9.034128	0.741300
bqjba	4.575376	6.593953
olwyy	2.100709	8.348432
yvsnd	8.592373	6.610257
qohuh	0.753508	2.017657
ejrve	5.763993	4.202164
jhhyt	7.797302	5.428559
egcsm	5.111072	9.246452
