Name	Lat	Lon
qlpno	8.995229	6.058725
adpaq	4.634842	2.821719
rqccp	9.723043	7.781265
nccrs	1.494090	5.178288
rbdpo	2.119035	1.172257
dcmlm	5.313379	4.623985
hhecs	4.893972	1.961379
otdnr	9.415611	2.993361
qttjd	2.919252	8.169389
wgxxw	5.907501	3.871953
hevxa	3.807724	7.371560
acqlx	6.607452	6.409032
ebiwy	2.581707	1.448360
hytqq	5.056491	0.749988
ragpt	2.219507	4.445304
tvcqq	4.696863	3.260826
bscri	4.810103	0.179378
cdmyo	6.476542	3.400159
lggmm	7.815259	1.234475
ripra	3.174076	1.050347
mxcwi	8.397708	6.695924
mbrvu	0.913691	0.280295
wtmsw	9.952181	6.410421
ibbtf	4.804910	6.308967
urwhn	9.155261	6.122994
qvklq	8.312090	2.475059
lsscs	0.395085	1.304242
udigw	6.311902	0.190177
giysq	4.839886	4.137255
uthas	4.784118	3.962919
xegim	7.691383	6.678032
qddhn	2.103249	9.076700
tsqvw	0.602883	9.311632
pnvkr	7.151794	2.660032
mmjyj	6.790926	0.198536
ouqvu	4.790360	5.088641
vflgj	3.673686	1.573373
tybtw	2.677894	3.645069
jcqxq	8.974993	7.368892
exkie	1.967684	2.712677
brudf	8.083570	0.859647
yhapo	3.736076	0.567843
wbgps	7.102385	2.223901
deigd	3.726129	9.781860
uiwad	6.302126	5.045297
wneoj	5.777120	9.830772
xxyqy	2.260523	6.052970
sfeqs	7.291979	2.606491
fvcdn	3.391905	6.285678
pyger	5.333217	7.739355
