
Name	VeloLon	VeloLat
acscr	-0.036806	0.258525
xjaak	-0.389722	0.142003
jolgm	-0.012291	-0.115503
raajp	-0.062835	0.190462
sdhho	-0.045787	0.070455
rswsg	-0.025377	0.092754
evhjp	-0.084336	0.006032
wqswg	0.024663	-0.484873
etmst	-0.009966	-0.011418
pqxkv	-0.003856	0.089295
vfbkd	0.021193	0.126282
libem	0.004720	0.012226
blott	-0.214921	-0.043462
lhsnp	0.018476	-0.264322
ljker	-0.002067	0.010428
ckjvv	0.005407	-0.009363
lcddu	0.017617	0.001237
qpmwx	-0.102183	-0.048230
bqdoh	-0.053412	-0.128871
opoks	-0.106370	-0.048875
ufnoi	-0.031068	0.067724
bfgul	0.066548	0.058168
nsxxn	-0.339381	-0.066570
oiujc	0.065420	0.018766
skasg	0.067256	-0.048061
jkbot	0.157310	-0.441184
xtidj	-0.014208	0.003746
mliho	0.000643	0.005133
hnxit	0.075120	0.065476
pfbei	0.035723	0.020726
cqcrt	0.027082	0.002537
qctnf	0.022056	-0.010321
efmug	-0.019468	-0.132223
bsfnp	0.062836	-0.017072
cxslp	-0.022877	0.012287
gefyc	0.025913	-0.305233
dyfht	-0.020326	-0.133773
xaeer	0.326973	-0.016723
flkis	-0.003919	0.001157
cnqvi	-0.053865	-0.022272
dgwno	-0.003557	-0.013751
nuovs	0.135519	0.041066
euymu	0.197926	0.027799
jfgpd	-0.013549	-0.782191
xrcmj	-0.031825	0.014690
iadre	0.077708	-0.025100
rxufy	-0.013500	0.005015
wxyto	-0.040834	-0.045900
xvffg	-0.062161	-0.044758
uwiqn	0.065299	-0.015996
