
Name	VeloLon	VeloLat
kqnpm	-0.214666	-0.001998
vbbbx	0.106419	0.096737
njunq	-0.446386	-0.139031
csunt	-0.511080	0.145242
ggqnn	-1.156472	-1.031400
ykuvo	0.087805	-0.105227
kdcqu	0.222006	-0.361591
twshp	-0.079972	-0.261545
ywhdf	0.135712	-0.171780
jrymh	0.024091	-0.029527
gsepw	-0.095253	-0.030473
cxcay	-0.591918	0.428906
hlevr	-0.137919	-0.346467
vccvc	0.069552	-0.080191
vsupm	1.836911	1.290318
uslxv	-0.094364	-0.029003
knuqb	0.491578	0.119129
cumrj	0.102087	0.018863
bnhtg	-0.064336	0.029082
svxhl	-0.242105	-0.108997
rkarj	0.016142	0.066400
irnhb	-0.098729	-0.046597
bdptc	0.042667	-0.048338
djdhg	-0.028718	-0.101951
pfugd	-0.037472	-0.032488
hsohl	0.740497	-0.287065
efjvx	-0.032674	0.074722
sgjbs	-0.031165	-0.013627
vlfjr	-0.528385	-0.486739
qvnoi	0.247675	-0.017586
kvsav	-0.257836	-0.005481
rnfcm	-0.490518	-1.406596
eidis	-0.077487	0.019373
rtqll	-0.253898	-0.148740
bofoe	0.101192	-0.001249
koqtk	-0.030481	0.074114
hhrxp	0.087651	-0.193667
iqweq	-0.219824	0.356268
uvyhx	0.012658	-0.002907
uqhru	-0.010891	-0.103165
goclx	-0.283838	-0.209203
urykb	0.378101	-0.323362
iewub	0.022413	-0.021301
wwyad	-0.060082	0.085891
tyaoc	-0.080288	-0.191769
xdqkf	-0.286114	0.020682
bthqw	0.037996	-0.576736
hswqe	-0.562963	1.273218
twama	-0.194473	0.004285
srowe	-0.108032	-0.121340
