
Name	VeloLon	VeloLat
ucide	-0.005550	0.056301
qsyyl	0.284538	-0.456204
oehxx	-0.142814	0.010845
jopob	0.203138	0.203443
wmaqm	0.174429	0.411935
jyvcw	0.230417	-0.319131
nnwxa	-0.126220	0.217004
ngsrv	-0.222804	-1.917106
twfnq	-0.033020	-0.152624
gvarp	-0.241672	-0.028374
nderq	-0.053889	-0.045923
pqdsl	0.499627	-0.096285
nltxm	-0.002463	0.043675
gwoel	-0.247227	0.937305
gycxe	0.203771	0.114250
nbnds	-0.106524	0.058593
jcphk	-0.048138	0.178886
qapmx	0.033201	-0.208393
eklvf	0.100191	0.033322
wchhh	-1.346603	-0.825543
ospxk	-0.111239	0.062150
pextq	-0.031768	0.144327
onhsn	0.002687	-0.034782
rklfh	0.000684	0.075085
jwpwa	-0.075164	-0.050127
cbydd	-1.048976	-0.488120
nqkoj	-0.046173	-0.072586
ybkuw	-0.038362	-0.046059
kjmkm	-0.405508	0.057222
rmwyl	-0.091130	-0.085740
semix	-0.049462	0.093818
vcqnt	-0.215907	-0.367069
eitvf	-0.006671	0.038662
ircjh	-0.004886	-0.185096
wfouv	-0.117548	-0.031659
lyclp	-0.349830	-0.090970
lpell	0.302919	-0.203373
vesep	0.073938	0.014535
ngnjd	0.056459	-0.084053
ntbke	0.156320	0.022493
mwhjh	0.340750	-0.297986
fojym	0.163362	0.249954
pkuak	-0.105193	0.002548
korka	-0.285333	-0.024633
sjxqr	0.137002	-0.444359
qjedg	0.158477	0.169977
kswcu	-0.021845	0.086034
rqunt	-0.129485	0.115913
puxtq	0.064420	0.060553
qmugx	-0.065779	0.110951
