Name	Lat	Lon
oxyqn	0.444293	6.065356
tnjyv	5.543963	7.232436
fimjy	1.737239	7.389881
jhify	6.237908	7.783438
gqvrx	8.797430	0.513405
txjhx	1.597250	8.400761
wfyjx	7.615682	4.982901
qlblr	3.790972	6.761694
jwoax	4.378389	4.862520
pjkno	1.457381	7.583237
fgqnl	7.581198	4.202272
fxung	1.797062	7.187588
wkbxf	8.335927	3.220583
geqjq	3.493857	1.928571
ymuei	6.260937	1.252232
dewdq	5.387202	7.563836
inifm	7.930479	2.704107
snlfy	9.729414	7.568259
bvkrh	7.549691	2.261412
khcbn	3.751558	7.652392
ftrgy	1.536435	2.434791
thtqi	9.552816	2.866041
vpsdx	4.760387	4.171759
yjxoy	9.517616	7.819332
uonqp	3.623977	2.575333
oekmy	7.248003	8.173811
miohj	5.885558	7.184262
rpyuf	1.470219	8.577466
ipeok	9.677457	9.972611
fflum	9.993147	9.014696
typni	8.656869	4.815176
ydxnf	2.923913	6.002435
vmbpb	1.606441	2.200369
qpnks	8.163549	9.449525
cqbbn	9.263204	4.768207
fasyt	3.961599	6.669481
ujwgw	3.926149	2.589631
uuxvs	1.513584	6.782383
noxid	1.713492	8.805362
smaih	7.364053	8.657545
qsoum	2.002653	7.646338
fktnt	2.975748	8.589455
jwaxc	9.908012	3.403933
athaa	8.054798	3.961329
xopcm	6.390544	6.985565
dbpmf	7.484988	5.867644
wxqsk	9.595572	0.192158
goflq	2.929904	2.781158
nkkpb	5.980695	2.897958
efqbp	7.153435	7.547281
