Name	Lat	Lon
efsay	5.994548	8.352829
eckay	9.582676	0.367679
lqbfx	2.540620	6.035732
fnnlb	4.564674	0.203758
gpyca	6.707469	8.482579
mvhou	7.501005	2.427411
ejsib	4.164540	9.384433
uxpbp	6.474984	3.420984
atcei	7.622003	5.050730
fbqaw	2.465716	2.996517
mscav	2.923113	1.281783
niefd	4.694231	8.753180
ekotk	0.093379	5.940983
vbtuq	5.778847	9.428558
oncgt	5.393723	5.080347
hmbmi	3.939272	2.298086
huqtk	5.497261	7.347861
attku	0.258905	2.457325
jwkmu	1.788867	1.410828
hotsf	5.056087	5.486110
liwcw	5.311666	7.652485
ypphs	3.901362	3.177480
cqhrc	1.373921	0.183339
lhxyq	2.634183	1.495962
nlsns	0.463156	2.711993
ymlvf	0.928103	4.257210
nsjqf	1.880097	8.633419
sutnc	2.927888	8.788774
glgjm	8.388441	9.014005
rkiym	9.753278	4.529051
inrke	1.647295	3.346323
qkirs	5.260856	6.087658
hjuhr	7.831867	9.213294
kfxgk	3.887764	0.182893
yheti	3.475344	1.655469
ieayf	2.617554	0.101304
uuijw	1.341356	3.226712
pgpkx	4.489022	4.165793
reyem	1.685707	6.993020
wdcgv	5.105924	1.671631
ppjqh	2.095509	5.268168
pqmov	7.126944	9.220392
oxsba	6.688440	2.541601
uwtbd	9.972719	2.607840
jhojc	0.059573	1.480339
nweyr	9.459566	1.235167
umkdg	5.440597	6.917680
vybme	5.476547	0.121704
ydjgo	5.305034	4.326489
okjno	7.523677	1.702120
