Name	Lat	Lon
hyxif	5.222146	8.032678
wtdxj	2.771982	8.616218
pprrm	5.868620	8.694941
dcepm	8.118954	3.891719
dtjhk	9.398715	5.256702
iydqk	5.798625	4.200381
wbmrk	8.807841	7.491450
ieyev	1.895486	3.380847
rwslk	7.189194	7.431260
udqth	0.728690	8.791618
bdits	8.790599	7.101136
pyvfd	0.898531	3.593794
wqyyb	4.167964	1.610291
dcidi	6.746928	0.964286
xgknp	8.130468	5.626116
onlat	7.693601	8.781918
ptebr	8.965240	6.352054
ufebx	4.864707	8.784130
nxfhc	3.774845	1.130706
qqmnt	6.875779	3.826196
bwvdm	0.768218	1.217396
icwte	4.776408	1.433021
jguak	2.380193	7.085880
xrysm	9.758808	3.909666
khtiu	6.811988	6.287667
snfgm	3.624001	9.086906
rphcr	7.942779	8.592131
vumvb	0.735110	4.288733
pgnhq	4.838728	4.986306
ppekg	4.996573	4.507348
wxute	9.328435	7.407588
xokfb	1.461956	3.001217
xgnun	0.803220	1.100185
tutqj	4.081775	9.724762
btnnt	9.631602	2.384104
pajxw	1.980799	8.334740
krwow	1.963074	1.294815
kvkxu	5.756792	3.391192
tskpa	5.856746	4.402681
jrlec	3.682027	4.328773
tusvr	6.001327	3.823169
pqitw	1.487874	4.294728
dwakm	9.954006	6.701967
licla	4.027399	6.980664
ksubr	8.195272	8.492782
oyggb	3.742494	7.933822
wktjf	4.797786	0.096079
ohpst	6.464952	6.390579
fffgn	7.990348	6.448979
cbiyg	3.576718	3.773641
