
Name	VeloLon	VeloLat
xkqyw	-0.012119	0.019350
aavbd	-0.000856	0.001726
hjwtc	-0.038006	-0.052040
qeghf	-0.002554	0.005954
uumac	-0.006258	-0.002544
lbpcw	0.000251	-0.002311
hiqwg	0.058417	-0.012190
abfun	0.021522	-0.006617
itpxn	0.009561	-0.053319
rmrre	0.005868	-0.002594
lhhrs	-0.012983	0.038481
peptb	-0.004901	-0.012538
eukvd	-0.006783	-0.010317
kecwy	-0.092852	0.255391
sgqgj	-0.002845	-0.000344
imntn	-0.021646	0.118109
qpjvd	-0.011034	0.007878
altdp	0.059119	-0.035121
yelto	-0.102358	-0.004275
lccit	0.028782	-0.015478
quxau	-0.016551	-0.234760
ugosy	-0.033508	-0.032102
jakvh	0.004181	0.025205
gsamr	-0.001735	-0.012901
fyqpi	-0.004296	-0.033406
mmprd	-0.268319	0.408235
giahk	0.004202	0.001773
qxufb	0.001957	0.011479
vrmak	0.015430	-0.006770
nmonc	-0.006596	0.010432
ufecq	-0.010170	0.031554
runmr	-0.004941	-0.005104
ryetk	-0.001844	0.002763
mlsee	-0.038352	-0.001866
njwmd	0.018121	0.025937
exawu	0.010524	-0.001767
gwlxg	0.040869	0.011180
exouu	0.018824	-0.001007
gxeqt	-0.008911	-0.058967
nsypj	-0.004262	0.032765
xmqca	0.018444	0.012504
obijl	0.015094	-0.050949
abjdi	0.005622	-0.005122
opnud	-0.021234	0.026254
ibrbx	-0.018070	-0.004840
omnun	-0.059327	-0.133032
xisae	-0.064839	0.068251
kmtmm	-0.008154	-0.004140
nehmb	-0.023528	0.004434
rdogb	0.006724	-0.001731
