Name	Lat	Lon
mrwby	5.215331	0.973714
jqgby	2.250327	4.075817
rgwge	4.044395	1.239605
rpork	8.824797	4.146417
jpdoq	5.283051	8.359926
tiary	7.674881	2.234645
xxlji	1.513516	1.721992
pknjk	2.489215	7.657077
ntifm	4.216698	6.244673
ntvbe	6.310835	0.037265
xcqej	9.944490	6.203364
kqebn	1.766320	7.035269
xqwvi	9.284688	6.536520
fecgv	3.970487	7.749983
dxkhj	9.872622	1.976550
annho	0.117691	9.154526
pmrcj	5.836815	8.036880
qdmli	2.688338	9.355786
vyxaq	3.510929	2.894241
jrufp	5.695888	8.183834
kdovg	9.907801	0.783002
jblxy	4.653110	0.404870
causd	6.597595	4.815053
voqia	8.051537	5.779619
jjeob	9.890933	2.177658
fnstb	9.784131	6.908418
mrbsc	2.792900	1.883905
qfgut	6.894970	0.274701
yeibx	0.324280	3.753812
bbrbd	4.688171	0.168661
dedib	8.887553	4.090491
ohmxk	3.038027	3.110789
janyo	3.093054	0.116802
ajpof	1.441480	4.953379
ythaw	6.475782	6.953441
otfga	0.252742	8.461370
duvbe	8.639769	7.828205
rtgje	3.868069	8.598433
fbwme	2.963879	0.643956
ufwgh	5.064432	3.918312
pjftd	6.120713	7.908379
saqgn	5.396554	0.820218
eouie	5.814556	9.878968
vtycd	6.493297	5.240465
aevgo	5.769737	2.843206
gohap	0.566951	1.977781
labfa	6.598533	8.743178
ttkwr	8.310636	1.542709
uagph	7.121640	6.857091
olrfo	5.481314	3.401290
