Name	Lat	Lon
yxtro	8.216013	8.679611
frlbq	7.302492	6.529857
xgxav	1.226817	2.985139
aedxy	5.754213	9.120947
xbhcc	0.694617	1.049604
kofoq	5.487255	4.431218
bswda	2.242948	4.298938
jgevj	5.429843	7.229454
etdke	9.513947	9.363332
fydye	9.752621	0.912700
snnyn	0.829100	2.293141
tkqhi	3.679541	4.691122
bktvw	1.773015	2.043897
qcccy	3.248131	9.071414
jklnj	6.698406	1.341506
mwolw	0.875282	0.117265
gngah	5.149658	0.868397
spfac	8.905975	0.298620
xltai	9.537321	2.717888
tlqhk	3.813877	3.748070
osqnu	2.993842	9.826441
tjkmx	1.665440	7.507685
waatx	5.175855	1.042136
sitao	0.222264	0.592623
qpifv	8.583038	5.588658
atrjm	7.168118	5.126267
kokem	1.307888	4.554728
pkuqo	0.278984	1.676104
ybbkc	6.775725	8.877062
enqfm	9.719011	9.602530
suugg	4.931642	7.422201
odekc	9.880420	6.099832
vjjnw	5.864070	0.215140
crqsm	4.705509	7.430517
mymfx	9.791364	5.496507
rkvdp	2.425547	3.448707
efcbn	0.972100	6.174866
vmrva	2.056942	8.077709
wyrgi	0.253166	1.019828
ydflp	1.926191	4.959358
blqgb	2.108774	3.499858
ythhd	2.005686	2.167669
mriww	6.228501	9.561268
bbkhd	0.246707	2.414485
lfbws	2.012291	6.408164
sfhph	6.884505	0.573385
rlpvs	3.418458	7.878468
qanbj	0.126067	4.027496
bsypd	5.208511	8.816279
parvr	3.290854	9.438525
