
Name	VeloLon	VeloLat
yxtro	0.043282	0.014341
frlbq	0.165835	0.093727
xgxav	0.033647	-0.041539
aedxy	-0.015269	0.050972
xbhcc	0.180972	-0.087852
kofoq	-0.001431	0.007190
bswda	0.045760	0.053963
jgevj	-0.014890	-0.012387
etdke	0.020935	-0.025999
fydye	-0.018655	0.025840
snnyn	0.054045	-0.001836
tkqhi	-0.021673	0.020916
bktvw	0.043212	-0.006212
qcccy	-0.499564	-0.728299
jklnj	0.095639	0.039585
mwolw	-0.080525	-0.037180
gngah	0.010242	-0.020060
spfac	-0.020189	0.018902
xltai	0.006357	0.018671
tlqhk	-0.013502	0.045418
osqnu	0.006931	0.043092
tjkmx	-0.035106	0.229867
waatx	0.218482	0.011339
sitao	-0.198180	-0.060021
qpifv	-0.089726	-0.032539
atrjm	-0.021186	0.075822
kokem	-0.023332	-0.007919
pkuqo	0.109649	-0.049393
ybbkc	-0.046183	0.035855
enqfm	0.040287	-0.009408
suugg	0.574414	0.067993
odekc	-0.028905	0.060914
vjjnw	-0.038675	-0.059906
crqsm	0.590407	-0.366861
mymfx	0.002646	0.006013
rkvdp	-0.006283	0.065140
efcbn	0.035879	-0.015820
vmrva	0.351785	0.495591
wyrgi	0.005205	-0.045309
ydflp	-0.031081	-0.004328
blqgb	0.029266	-0.008175
ythhd	0.090915	0.083460
mriww	0.063855	-0.052153
bbkhd	-0.054529	0.005917
lfbws	-0.011670	-0.020005
sfhph	-0.005352	0.001291
rlpvs	-0.016236	0.022522
qanbj	0.029971	-0.000403
bsypd	-0.025867	0.031989
parvr	0.241992	-0.642000
