
Name	VeloLon	VeloLat
dbtpv	-0.170773	-0.012646
okvbf	-0.191758	-0.052371
ainyk	-0.082477	-0.003866
krqan	0.034091	0.007091
inywn	-0.044204	-0.021913
frpkf	0.023327	-0.015867
bjico	-0.050519	0.037006
hnxas	-0.176297	0.163451
atsvs	-0.004265	-0.020476
ujvof	-0.012177	-0.001780
jxlog	-0.010586	0.011064
yktiy	-0.033758	0.010441
bgqvk	-0.007071	-0.021698
evdjw	0.010374	-0.032618
jodsi	0.260142	-0.162075
oydfg	-0.001517	-0.003935
fdtqw	-0.027238	-0.109783
ctmnc	-0.005351	0.029570
gobxv	0.212989	0.042169
mkvpw	0.000913	0.002763
fvaej	0.019034	-0.001294
rwtci	0.001465	0.093976
lbjkm	0.009812	0.021779
petpd	0.002220	-0.001024
lqbdl	-0.015423	-0.013964
pyyqx	-0.033337	-0.028615
dnlri	-0.014457	0.008375
ywgwc	-0.076025	-0.035778
xyglu	-0.076040	-0.191351
gsxwn	0.006474	-0.023019
vrhvq	0.107018	-0.113519
olsrs	-0.001586	0.004815
ykrdi	-0.081474	-0.015582
oejlh	0.271362	-0.032478
jixnq	0.035054	0.009715
thqas	0.008588	0.100008
vxcaq	0.001972	-0.003180
qsdyj	-0.033720	-0.032830
mogcc	-0.025162	-0.018396
tsqsd	-0.004175	-0.012258
nudjt	-0.002169	0.014784
bpcaj	0.000760	0.006792
wuclc	0.128171	-0.021466
mvxsd	-0.111562	-0.131978
wuntl	-0.051674	-0.071261
ucitu	0.031781	0.062971
racqa	-0.061882	0.000170
peptv	-0.023294	0.006950
cwdnl	0.006523	-0.004972
gnsss	0.125893	0.072999
