
Name	VeloLon	VeloLat
aslqd	0.076050	-0.008227
fgyyn	-0.041807	0.150387
haxdg	-0.072006	-0.055368
dyahj	-0.190931	-0.285381
kcmnb	0.131014	0.143835
dmvkf	-0.172973	0.208310
koogi	-0.838388	-0.186991
xslwe	-0.146789	0.560116
lwilv	-0.113645	0.052285
jshon	0.044401	-0.115564
otiob	0.299274	0.037898
ywhkj	0.102802	0.108578
kaauw	-0.173726	-0.169331
womqj	-0.007741	-0.139842
ahokd	0.024196	-0.069733
tqgoo	-0.015833	0.329616
xsace	-0.126707	-0.164289
siiwh	-0.195077	-0.047660
iubam	0.408178	0.741961
bkbok	0.002835	-0.008446
dtryv	0.083841	-0.160122
juddw	0.602036	0.319989
qlghs	-0.035609	-0.101356
bvffs	0.108430	0.054583
moakd	-0.072764	0.029861
fnicu	-0.004136	0.164523
hvvch	0.048183	0.013915
hwvmb	-0.250424	0.036514
mqgvw	-0.033392	0.035161
kvjlw	-0.018962	0.036365
ttscu	-0.015364	0.034693
ssvsu	0.141797	3.411030
lthfd	-0.146983	-0.552750
knvqk	-0.424729	0.685602
shmyj	0.949148	0.729601
elsrq	1.294407	2.049865
bqunv	-0.194441	0.141592
fykle	0.116306	-0.094367
tapul	0.996240	0.368728
tqsnx	-0.067498	0.708070
cfwqb	-0.002083	-0.027177
rdapk	0.023748	0.008252
jeqie	0.078662	-0.009742
fufla	-0.277053	-0.768927
hdtjf	0.228611	0.475809
wycck	-0.048858	0.033664
ehgsq	0.154613	0.020868
wfqua	0.073907	-0.037441
hntue	0.016856	0.023467
fwvsp	0.009283	-0.091982
