Name	Lat	Lon
oqnkq	1.551618	7.699265
ctlbm	4.143044	8.043324
mlnmf	5.168226	2.136917
mgimi	2.185598	2.369381
tsiic	8.733172	3.348529
wkiud	1.528503	8.419797
ktnpj	8.007723	9.555424
replv	8.565266	5.804044
uwwot	3.838113	6.425527
ycuff	7.891906	7.164151
tdcfp	7.111137	9.259065
exfbp	6.723611	6.877297
kkbvf	6.734107	3.735154
gsdda	0.840278	0.142848
ytmrl	2.784355	2.558028
audri	0.067252	6.659729
jgiht	6.192466	0.306788
lytfj	2.964764	6.774735
mqort	6.291959	8.796709
ludsb	7.540507	8.962191
iqjiu	9.947315	3.304572
dcwti	8.373206	4.517069
pbynq	3.770054	8.465745
aigwr	7.458021	3.302639
hgnes	4.223390	6.958661
tuvow	8.448075	2.519096
wekjt	3.024514	6.790803
cpuhg	8.225697	3.014115
ujkkk	1.613874	9.287893
sbujm	9.821812	4.382092
qsisg	5.078602	5.194566
rvtga	6.021730	6.063308
hjlue	1.767459	7.209601
bgjeg	2.252274	5.687645
ubnaw	0.843304	3.973395
jooqn	3.001567	3.406497
yduws	2.079868	7.330403
dwlkw	9.353183	6.341962
kongr	4.550788	8.939403
pgsyf	1.465390	5.096178
sxooq	2.068979	8.804788
antdh	7.369459	3.325839
seqgj	7.608318	8.502267
iomla	9.424741	2.994551
irmlu	6.154136	1.624689
darrs	4.609686	2.558732
eiwoe	9.484876	4.996102
gwyjq	6.177506	2.310119
ubhkf	5.498080	5.346909
jfmti	5.989322	6.229309
