Name	Lat	Lon
ulpls	3.328790	1.960691
jvaai	6.318897	6.973066
tsrbe	2.117184	1.696443
xppth	7.137229	3.503132
fnuka	3.922891	5.402149
xfwhb	7.917504	2.022843
hupbh	8.470450	9.487027
mbarx	3.729153	2.850820
mtjur	1.351669	5.875608
mqtnx	3.721430	7.497098
uowns	7.435927	6.068152
cctmo	3.911859	5.627650
hafwm	0.077816	6.617485
rpuxr	4.815706	7.857132
uexrs	7.828102	7.566956
vxtkd	1.616060	6.915072
wlpib	7.914384	1.123217
lhtmo	1.882421	7.047771
tjnka	6.490722	7.842357
khudm	2.546739	9.571759
gelkw	6.093055	3.043737
hoxlc	6.584468	5.981233
lryjl	2.811601	5.152782
fwbgq	5.528486	4.579968
pspcd	8.719296	7.259994
gxrpc	7.440086	5.214342
erwpo	6.566747	5.527850
emtpk	4.106573	7.323978
fgetj	0.323701	9.178338
wyouw	9.794398	0.440875
bbvxw	9.706079	4.455269
qlrle	7.717380	0.073048
wtyli	8.193222	6.011078
caodm	4.906470	3.485744
gyuhc	7.896120	3.046225
nuosb	8.847961	0.084420
kbofm	7.784463	7.688926
lfmad	5.407518	3.471494
yuiwk	1.404756	4.160850
vqvsr	0.921604	9.726359
nbhgx	0.079591	9.390140
bguir	9.272453	7.683660
hbdeb	7.240367	2.118001
lyvrd	1.643932	8.839867
jxgtv	1.716310	9.566949
ckfsw	4.549638	6.029306
xjlog	7.867165	5.764733
rgdjf	7.897123	3.434753
gdjes	9.420861	6.938741
gmhbs	4.603064	6.418433
