Name	Lat	Lon
spycb	6.992503	5.235140
qsxdr	4.426180	3.005559
vnerd	0.993353	0.799131
dvvvg	3.776427	5.280168
uhpto	0.472770	0.413546
xdohw	4.063881	5.837690
xynug	1.976242	1.653595
nhxpm	7.653103	4.703853
ftulh	1.730253	5.694754
biujw	2.140359	0.370211
ynlmm	0.269280	3.012451
iuspm	8.954568	5.785622
ugetp	2.628397	9.418851
qbqbn	7.945915	5.464268
yivhq	4.916369	6.985477
vqbaj	1.666499	9.409869
drydn	7.558733	8.853309
qljsn	1.605994	9.628822
grwsw	3.709692	1.939889
iempe	0.702119	8.793402
iqnxi	6.053541	0.522167
kkmms	2.864372	1.869035
xqrox	5.639142	1.502091
bdory	6.122001	7.056948
rygpl	4.386839	2.478990
rnoug	8.776142	9.603664
tckyw	6.335133	0.620952
scfdx	2.775846	4.584565
jbcka	9.034106	3.644257
fclmn	4.660757	6.227445
nmqno	3.515031	3.351194
nwhdl	4.733678	7.120529
ykbps	9.518817	8.918279
xgxnl	4.095676	2.751478
krokc	3.528598	6.026271
safin	6.099136	5.139293
rpsmu	4.344364	8.186728
dfhyk	9.922405	5.727966
thraw	9.817847	5.865402
bpaaq	4.520646	8.548493
kmxlk	4.131325	8.493731
tsrlx	7.299547	5.178039
slegv	5.446605	3.494701
yefid	8.712488	1.085780
bkprs	1.331912	0.785466
fyubt	0.506903	5.448355
iepfc	4.980822	9.511809
cgrag	0.030252	2.667343
gyigu	1.044421	8.448923
ismmc	4.095056	3.590414
