
Name	VeloLon	VeloLat
lnbqv	-0.011979	-0.003158
tyrcf	0.008807	0.030709
gujaq	-0.011723	-0.219256
wqrgt	0.097729	0.124344
ondjb	0.024603	0.018769
melnj	-0.048942	0.031102
xubdv	-0.084696	-0.119862
fayin	0.071675	0.164213
ntywt	0.018464	-0.044104
gcbpm	0.003755	-0.012872
xhdpt	-0.032734	-0.011798
ssthj	-0.059937	-0.073814
upcul	0.082624	-0.060737
nyiuf	0.006971	0.024625
bylqx	0.123665	0.036168
hapwm	0.000723	-0.089348
nxuyv	-0.036463	-0.033039
sgfop	-0.153115	0.012175
ptrlr	-0.023510	0.101560
onwch	-0.057938	-0.002480
eqruv	0.009404	0.046292
cfpsl	-0.023641	-0.025224
lhwln	0.015173	-0.013515
almym	-0.030154	-0.004385
eomeq	-0.006361	-0.009829
vwjot	0.012683	-0.153243
yjdtc	-0.006556	0.011138
teset	-0.008684	-0.062501
qrldg	0.002007	-0.012534
pjhce	0.114674	0.060501
qlvtk	-0.012329	0.062456
mituh	-0.108717	-0.061921
bbnrf	0.087010	0.056617
bibtc	0.003436	-0.005958
jubtf	-0.101979	-0.210218
awvhn	-0.334780	-0.146455
hxsuu	-0.017594	0.007888
sgwbm	-0.085891	0.090015
alekw	0.037463	0.013444
ruovl	-0.000437	0.015100
nocmp	0.034536	0.008410
eyjrb	0.093329	-0.008140
mlesg	-0.000591	-0.000004
nsdtd	0.077986	0.096143
nruqx	0.094971	-0.047983
nwlup	0.013337	-0.000389
iqvvw	-0.034177	-0.150043
kyyem	0.014578	0.012277
xtaae	0.002768	-0.073988
goeks	0.150455	0.004324
