
Name	VeloLon	VeloLat
stnix	-0.024864	0.011927
imvbb	-0.024119	-0.061053
okdlt	0.046487	0.135464
wtvow	-0.078481	0.073207
hfadn	0.209166	0.046408
rnstr	0.155213	-0.142260
kkyox	0.032332	0.153827
plmpf	-0.080346	0.056025
twmwi	0.056681	0.062640
omnug	-0.177739	-0.074308
kqaui	0.041595	-0.103472
juicd	0.011076	0.029618
kgbvs	-0.010329	0.102014
tmekb	0.029236	-0.027669
yxetk	0.017049	0.045322
caulr	0.015685	-0.021575
fyvxj	0.327092	0.081652
udbsg	-0.029907	-0.317509
uwvsh	-0.033596	-0.021898
htlbq	-0.024438	0.016794
ctvvj	0.010120	0.004051
bpgjs	-0.011281	0.117023
eclef	-0.027868	0.013262
aegmg	0.099621	0.144669
chgci	-0.137905	-0.016624
jwdsi	0.091771	0.053084
mdowm	-0.004974	0.055671
icjnw	-0.095971	-0.130141
thsod	-0.021915	-0.031837
udcbn	-0.092938	0.038786
tsxiq	0.164247	-0.252125
reikq	-0.008750	-0.022613
nnthp	-0.028549	-0.005202
npywb	-0.066094	-0.090588
rkyip	0.213506	0.151429
lljqt	0.122966	0.023437
qyuvv	-0.033254	0.028433
udwng	-0.199820	0.236481
aecfl	-0.033055	-0.008827
hvhjs	-0.062072	-0.046089
fhbrg	-0.334292	0.138190
cmrvn	0.000489	0.057124
genuo	0.121662	0.175123
tjawa	-0.033281	0.063820
thvik	-0.051139	0.042887
fwsvg	0.532602	-0.427297
etjjl	-0.058756	0.042450
fxxcg	0.274904	-0.458485
yilln	0.122372	0.028355
dsnqj	-0.155455	0.049750
