Name	Lat	Lon
xocfq	3.110051	2.457494
rqtyp	8.807743	0.627049
agvns	2.160676	1.729170
nfgas	3.665353	4.484064
hsamx	1.582008	3.593835
iotor	1.180751	8.805330
ttcnu	3.309772	4.880306
yfquj	6.536802	7.331858
wwhjr	0.648723	4.037642
iqkaq	0.201667	3.082656
tkvar	3.068383	9.415902
qefgr	2.579434	0.313118
tuhxd	8.351490	2.544080
kmpgp	4.456998	3.499997
syysg	3.826557	8.765623
ovefv	7.710414	2.946850
stgqy	5.513356	8.928751
ealdi	8.105898	2.977813
qjhtc	2.847835	5.829883
hobqg	6.260906	3.566744
kbgxy	0.755046	7.043539
llimy	6.869709	0.062288
poblo	3.322707	9.202316
ftrhv	6.623313	4.735326
shqcf	5.367836	8.027332
evepf	0.736020	7.216680
ymefd	1.198908	0.289832
jxysw	0.291534	0.042262
jxden	7.742197	9.808279
ancyc	9.952026	3.102871
bliws	0.598085	3.706229
vyrtw	0.467389	2.017045
gcwlh	1.245085	5.402585
cutnq	7.144843	6.146674
rcknq	4.842428	3.377452
ajecb	7.731191	6.686365
cgqkk	7.483041	8.127416
yvbgq	0.595088	7.476682
jxosf	1.994443	1.637532
tcdyl	1.548374	0.602817
shqiv	4.018571	3.524366
wuitx	0.830239	0.126187
qtsue	9.356086	3.827534
jufja	6.383584	7.729302
bxxop	4.733806	8.898955
onlpa	2.394916	1.073505
tbmen	7.169005	1.345104
khdom	0.509329	9.468109
gnnrw	1.864868	0.285706
jdski	0.074048	2.830968
