
Name	VeloLon	VeloLat
ndhry	-0.206498	-0.205211
tyvby	-0.021395	0.097158
ylmgl	0.035877	0.049801
gjlyo	-0.043006	0.089753
tpqgy	0.022656	0.029435
xaslj	0.052104	-0.129088
njhgp	0.142640	0.212815
fyqka	0.011794	0.041638
cwjyg	-0.132108	0.168230
lpjxf	0.003208	-0.184609
mavxx	0.204869	0.090028
aoeki	0.041133	0.303455
nurvi	0.012919	-0.006163
augxd	0.572193	0.338304
isrko	0.047403	0.088605
vkcay	0.366453	-0.216094
tildp	-0.138211	-0.017447
suiiw	-0.039276	-0.080399
nmdod	0.028168	0.025173
dlrtn	-0.043544	-0.132041
nsqux	0.071132	0.016042
eybaj	-0.012464	0.022354
cejpd	-0.039114	-0.002839
qsmju	0.031744	0.027856
ypvof	0.037108	0.051196
jktwn	0.049012	0.015422
sbdmr	-0.011311	-0.156096
ddxvs	0.023034	-0.027330
uavds	0.001408	-0.036940
ywsoc	-0.017802	0.039543
sdroq	-0.042985	-0.127741
ungip	-0.371353	0.732485
gcgxr	0.080961	0.057073
lwipu	-0.225287	0.036022
vlbhc	0.010950	-0.001472
vysks	-0.000407	-0.001841
xxeto	0.133860	-0.127769
lifgr	0.029467	-0.024628
tnaqa	0.052636	-0.018493
bymdc	0.026928	0.033219
pylkm	0.057774	-0.095582
mxxfp	0.004639	-0.071337
jkrmu	-0.074823	0.020620
vdpya	-0.071146	-0.102252
fnapa	0.014316	0.025968
yhxwc	0.081167	0.030405
kfasp	-0.006886	0.003370
ajfrw	-0.041693	0.040635
hmpkd	0.009238	-0.010194
oimeo	-0.010083	-0.181349
