
Name	VeloLon	VeloLat
ohgcc	-0.019193	-0.099978
jqkas	-0.009701	-0.011542
kwajc	-0.026528	-0.003720
xiikc	-0.022838	0.060072
ornol	0.032477	-0.005018
iehpy	0.007805	-0.010119
qmumc	-0.012007	-0.005625
pjilt	-0.018339	0.026871
cwshv	-0.003234	0.007537
shbjw	0.005162	0.018230
mrjjn	0.000114	0.050136
rmohj	0.011848	0.001662
qvmwf	0.016890	-0.011569
uawgt	0.011565	-0.022691
krqxw	0.000506	0.010420
obakx	-0.031867	-0.053493
vwigd	-0.009996	0.059982
nrpfp	0.126504	0.075922
tumdy	-0.003686	-0.001056
xppwv	0.039133	0.005580
tfnsl	0.009505	-0.004699
lrtfw	0.020899	0.009732
swhws	0.000189	-0.001061
mvnsi	0.253513	-0.075779
bknyp	0.033059	0.044857
sbdyx	0.022284	-0.009893
dgbio	0.173756	-0.108006
weims	0.040714	0.116276
amvbk	0.313423	0.119526
nodnb	-0.093482	0.310168
fvydh	-0.004598	-0.030223
tmvip	-0.003699	0.050002
oxgfb	0.033805	-0.044801
kxwhb	-0.012198	-0.002667
lhhnq	0.137282	-0.282662
hscjf	-0.024013	-0.079088
wuhdu	-0.010067	-0.005880
kvroj	-0.051682	-0.005486
yasvk	0.000968	0.000999
ejxqu	-0.003462	0.007300
rtora	0.014664	0.009886
byftc	0.001850	-0.002813
bnics	-0.023884	-0.130835
eelha	0.056820	0.012238
odbfq	-0.013595	-0.093950
rcqcy	0.135493	-0.032500
nrfcv	0.003645	0.044728
geqkc	-0.014326	-0.026072
esvad	-0.000450	-0.001639
tfdyk	0.004635	0.027914
