
Name	VeloLon	VeloLat
vpovy	0.023473	0.011213
ynocy	0.019043	-0.012405
fbier	0.002211	-0.019178
slmfu	-0.002234	-0.000495
apusm	0.000368	-0.000635
fjloq	-0.025863	-0.011505
kxahw	0.010793	-0.024263
alrsu	0.013354	-0.001744
pwsah	0.007992	-0.000868
tilyp	-0.004467	0.044573
xjkyl	0.004099	0.004458
twejs	0.006797	-0.008276
hbduj	0.002146	-0.005820
mxlji	0.002967	0.007390
wdwie	-0.016380	0.011747
olouc	-8.097297	-4.505488
yamlo	0.004962	0.002307
jhbjk	-2.553591	-1.260230
artcy	0.009041	-0.007362
flsgx	-0.125419	0.058864
mnilk	-0.023777	0.002242
ohtqp	-0.006186	0.001230
ckwqe	0.005585	0.001211
bafpe	-0.001649	0.003752
rnhmn	-0.006868	0.001056
plbuj	-0.000711	-0.002775
rwrol	0.039157	0.020645
xnhgk	-0.080837	0.033076
nsbre	-0.018016	0.000886
iqyts	0.002343	0.033388
ntdmk	-0.398029	0.045324
skhle	0.024331	-0.034454
isypr	-0.001491	0.000078
xbdxp	-0.005379	-0.028489
vubnq	0.020781	-0.002646
coxrn	0.001756	0.014308
juros	-0.016525	-0.021988
nvyiu	0.003034	-0.003462
ehxyu	-0.002130	-0.030010
ybhgk	0.017709	-0.014504
pvknl	-0.025564	0.017053
phfwe	-0.044899	0.021372
yetty	0.001075	0.019542
tarad	0.005699	0.000001
skhmm	-0.019519	0.045367
rcbxw	-0.003191	0.000927
bvqxj	0.006285	0.040975
xeocn	-0.003767	-0.006013
djmtv	0.074042	-0.002628
ojxvo	-0.005636	0.043350
