
Name	VeloLon	VeloLat
cnqtb	0.130436	0.118307
gpgbu	-0.219748	0.056547
jimsq	-0.144417	0.027006
ertjt	-0.056622	0.049362
iheun	0.001494	-0.024859
jeabl	0.134811	0.110731
hyfsr	-0.069952	0.008836
xicyw	-0.093625	-0.055995
htfgc	0.009940	-0.027199
hwkhf	-0.195895	0.085055
yufhl	-1.048470	0.677092
ubsur	-0.033100	0.085312
hqhvq	-0.118737	0.036652
xudea	0.008567	-0.200110
skiil	-11.011197	0.462389
nofnw	-0.014034	0.058746
pftjs	0.639622	0.247039
jmbqp	0.025983	-0.020852
khsuf	0.210338	-0.039446
ebkqj	0.334068	1.006268
hbhnj	-0.173271	-0.042421
pqxfj	0.039662	-0.137399
xbtmy	-0.068536	-0.164239
goacd	0.091126	0.053561
aajnx	-0.051782	-0.080318
cowyo	0.005474	-0.067735
yheug	0.162378	-0.820886
akglo	-0.339365	-0.315721
upred	-0.346572	0.710718
movfd	0.158640	0.138533
bcqub	-0.191282	0.041591
racqf	-0.574121	1.664493
xdmgv	-0.022329	0.044298
yxiwy	0.181944	0.604038
kviuv	-0.079465	0.011048
guxtx	0.114364	0.058138
xsowj	0.265246	0.162712
yeaxb	-0.005680	-0.017988
snsmn	0.001852	0.009011
ilkww	-0.059540	-0.498853
kvdfp	-9.796701	7.804877
qwgcr	-0.012314	-0.015731
nbdrq	-0.067216	-0.127091
ahbgd	-0.126164	-0.312138
wteuq	-0.157107	0.237695
qjocb	-0.181730	0.070311
xwixl	-0.265238	-0.204240
jqvfc	0.023624	0.048398
oionj	-0.266402	-0.059317
iqpdc	-0.012367	-0.012536
