
Name	VeloLon	VeloLat
gegjq	0.049253	0.184071
wfpam	0.545424	-0.455763
gvroy	0.084382	-0.011253
ahhgc	0.139809	-0.042841
nsevl	-0.221170	-0.049108
pbmry	0.046959	-0.139696
qiuoc	0.222702	0.048514
trode	0.311038	-0.101145
kwnks	0.416304	-0.238937
qjpbx	-0.583566	0.086510
itkec	0.099602	-0.074224
kpffc	0.027660	0.209026
nbswe	0.141037	-0.120997
wpuru	0.659777	0.033143
hjhtv	0.132115	0.057725
hwqac	0.066783	0.286747
bohyu	0.115680	0.035087
umbev	0.035016	-0.007378
aoxex	0.130057	-0.028765
jrcdq	0.293618	-0.318734
jvuol	-0.043210	-0.012773
stedf	-0.036924	-0.090095
puomp	-0.085913	-0.197218
pbnni	-0.090136	-0.083022
oicdk	0.172394	0.024412
ntlnb	0.001805	0.012503
xishw	0.004464	-0.020556
eiiao	-0.059464	-0.050143
cqisy	0.043927	0.008557
jhlev	0.039336	-0.168722
vcwum	-0.494882	0.086902
tysal	3.737899	2.424416
ispde	-0.039209	-0.035338
ocovl	-0.456905	-0.238900
uonti	2.127097	0.650480
gyjjv	-0.094329	-0.085389
ndeco	0.252536	-0.206440
bjrit	0.160300	0.134563
wrmxw	-0.039181	-0.040693
rexyw	-0.827448	-0.426666
seplu	0.014669	-0.060363
wemlp	0.127802	-0.020431
gkrcf	-0.038175	0.139784
hrkka	-0.218835	0.126982
rufof	-0.231148	-0.175627
kioqx	0.037389	-0.042840
krdjh	0.155882	0.254691
icmya	-0.014476	-0.436247
chkbp	0.273952	-0.000463
jeeci	-0.417228	0.275187
