Name	Lat	Lon
rghpd	1.886541	9.013024
argbn	5.931430	7.102751
xncfa	1.927211	9.543162
qwyxd	1.687568	0.643285
ecibn	1.360160	2.957777
vadhx	9.757377	0.211802
qavfb	3.043066	2.234964
dgnoj	8.760062	4.806257
xwyku	2.865029	0.369064
bacng	2.589405	2.540167
aktnq	2.508562	0.135212
fohov	7.854461	1.407619
qqrvv	9.206872	9.919034
nlefe	9.154781	9.892851
itjmn	2.044520	4.409594
bptti	8.501631	2.239454
pxytf	7.922432	6.913662
cvpvt	0.805917	2.308015
ypkmq	7.020207	5.051884
yhaca	3.149149	8.612075
eyaij	3.814745	7.739264
yjkmt	8.068642	4.423637
qfvgr	3.785994	9.662271
qomyj	2.523051	1.199650
qqoju	1.171636	4.917664
ypbby	2.344045	1.694077
iaeak	6.226153	6.356056
mpjfj	2.788396	2.950722
txeel	0.000579	4.575475
bcagg	4.893773	9.727786
yaehb	9.181474	9.635222
usumd	5.320646	3.037741
jdond	4.899831	4.105724
ujbip	6.535010	1.467635
sujsu	8.579662	3.907216
xvqky	1.404780	8.376950
pthsr	0.855306	0.139279
dotjx	8.460551	5.126939
gdopt	1.559124	6.483106
voxnm	4.142828	4.191952
cixnf	6.041122	8.518239
otsxs	6.124101	3.136558
tnoba	8.574189	7.760967
huaha	4.849365	6.400598
qgmms	4.053427	3.276257
eeyep	6.017313	5.948475
kqmqt	8.731368	2.978445
ykekj	0.413513	8.107956
ltwll	7.700778	9.918350
fvkbs	0.878250	6.982857
