
Name	VeloLon	VeloLat
gwudw	0.020665	-0.155783
flrcd	-0.159164	-0.001934
nypri	0.932758	0.025494
dghnl	0.094662	-0.025783
bxqmp	0.126487	0.002709
snlfe	-0.045094	-0.128394
bwjun	-0.085615	-0.011471
unddi	-0.310000	0.292558
vtvyr	-0.181086	0.306058
dfwso	0.031312	-0.015000
wqvsg	0.256206	0.024147
jmppo	0.008145	0.133274
bbsub	-0.153429	0.084746
whkih	-0.055115	0.099301
hqvey	-0.014362	-0.022785
bnaoq	-0.231249	0.355734
yhkec	0.159142	0.111659
qxmed	-0.104293	0.064973
ljchn	0.200156	-0.063966
nfdue	0.000891	-0.020255
ppmqh	0.083499	0.011293
fohjf	0.231821	-0.072761
jjxti	0.050613	0.175676
qasvb	-0.089832	0.068147
bwcqq	0.068813	-0.167311
skwsy	0.936746	-0.560075
fhrjh	-0.020734	0.005324
oihms	0.066794	0.039363
okrrv	0.243699	1.069162
tdups	0.255270	0.232064
pvpak	-0.099118	0.940496
prrsg	-0.100529	-0.434569
tpaik	0.509024	-0.471882
ypkmy	0.150810	-0.040137
nvasr	-0.188012	-0.033589
knfem	0.237865	0.145764
rwcsn	-0.189819	-0.265672
glftx	0.053003	-0.054927
trcvl	-0.032966	0.096254
lutpu	0.019205	0.106600
xjmfv	-0.090297	0.070652
rkpbd	-0.163172	-0.115027
prikm	-0.367255	0.123646
pmpvd	-0.010455	-0.030235
yxyxn	0.045756	0.026156
hhqvl	-0.123425	-0.543298
oymfb	-0.633587	0.202290
ihgwd	-0.277154	0.106394
jxevt	0.238965	0.116604
reaxb	0.451549	0.254592
