
Name	VeloLon	VeloLat
ysbpt	-0.002383	0.002850
hiixg	-0.015612	-0.000923
lojtj	0.012833	0.029720
fbdlj	0.032258	0.009757
cuark	-0.051584	0.043256
psish	-0.056840	-0.016792
wwmtk	-0.048307	-0.019636
mpivd	0.000463	-0.058438
wwqrh	0.026676	0.004237
pifli	0.014663	0.045512
wfjlh	-0.019944	0.097275
icpdv	0.072055	0.057547
wvcya	-0.004062	-0.000262
frgog	0.025535	0.015165
uxxjo	0.006034	-0.030495
hjcpx	0.031989	0.057349
uidtm	0.034050	0.025191
casae	-0.013211	0.001703
trqib	0.046991	-0.021436
csyto	0.004318	0.021884
qndym	-0.000599	-0.005370
seerm	-0.019003	-0.004335
ghysh	0.020078	-0.046698
bwvqj	-0.046240	0.023742
ucimp	0.001917	-0.009071
njnup	-0.006388	-0.000976
mrcba	-0.046091	0.047128
dymjw	-0.012334	-0.026804
rkacf	-0.044073	-0.117127
lfmxb	0.026030	-0.094869
neplj	-0.045538	-0.006910
xxhww	0.010826	0.002814
obwsq	0.025226	-0.103074
bvift	0.087356	0.073109
hbqti	-0.000598	-0.010009
ldnbn	-0.003807	0.002430
bdtqq	-0.001635	0.002056
xjnoi	0.022561	-0.007071
rkhup	0.017385	0.007085
wmome	0.009609	0.022394
uctpj	0.000406	-0.003575
lvpik	-0.036669	-0.011366
iwjkc	0.002210	0.018154
rvbra	0.006109	-0.007802
nkyhg	0.016301	-0.006367
hfeua	0.013249	-0.007503
wnrnt	-0.043258	0.031915
qcohr	-0.059801	0.010810
dtthw	0.070357	0.013298
rajfe	-0.076753	-0.006496
